0,1,2,3,4,5
3.845442356963927e-08,9.381838933112138e-07,1.033744523438878e-09,1.2430349232152035e-09,2.6795331532723815e-06,1.0005074465561985
1.142504808464997e-07,4.515357393827265e-06,1.462256817487273e-08,2.8180410653904737e-08,0.8322827371498356,0.554717841967419
1.1581650995687786e-07,7.557445261667608e-05,3.602819349302023e-07,0.5555954711123194,0.8318985472673235,1.3926805459116164e-05
1.6239149945159418e-07,3.060172227660871e-05,1.7116985456459292e-07,0.30259000647481016,0.9045434248884596,0.30156655599385995
1.84645078204005e-07,4.191896673683593e-05,5.45843508980982e-09,2.1569857902843312e-05,0.5546957344397635,0.8324946146911403
2.0760275841297404e-07,2.347078784120835e-05,5.6138212491113975e-05,0.8323706194876683,0.00034042517403835344,0.5553606539639948
2.2452458737133844e-07,0.38387534840056925,0.37545217175185314,3.5971942545540686e-05,0.7531376598736538,0.38139857073341116
7.058063115964488e-07,2.6168005580520423e-06,1.000356226567369,1.185632445062384e-05,5.222150607152864e-05,3.401987367483523e-07
7.685935405211925e-07,2.7090388567582022e-06,2.415307494994995e-07,9.409920103122124e-07,1.0004106176805854,1.14493879220883e-06
9.826561790225746e-07,0.0002587676747704241,1.3911657497901349e-06,0.9052976070709713,0.30024052256262274,0.301860407397603
1.230786267808264e-06,0.0033018464499592246,5.071866612457954e-07,0.8325014165093472,0.5547539949117117,1.4480715596509838e-06
2.5207351677780765e-06,0.00043414563490904904,0.7555860744447074,0.3826933685085729,0.37360779730116855,0.37905350617016864
4.594915494050691e-06,0.0006481657882033355,0.6661715126857268,0.6681562733818525,0.0018164773781475687,0.33192121961968224
6.33525497898783e-06,5.4687049216954465e-06,7.923669062720592e-07,0.24250877716529487,0.9705514725483864,3.79356441019082e-05
1.0441406602212967e-05,0.0008800383466768836,0.9051231032165147,0.004763746351268561,0.3014327714200528,0.301067599253075
1.334252114739481e-05,0.0003781024051669933,0.300344367069079,0.9054559300391471,0.30153128130732276,0.00015498688851634386
1.3413160963458708e-05,0.30250639827903036,0.00036280941345336547,2.7104377524199823e-06,0.9042941385172184,0.3026161032232696
1.7710510745573955e-05,5.532189939848525e-08,0.24263446031229371,1.0874189704644644e-05,1.5954017800722978e-06,0.9704754338209379
1.813744334780248e-05,7.002567459869336e-06,1.9839465726803857e-07,1.00034826532742,0.00010729388279920068,2.4878700889582753e-06
1.836705571669919e-05,0.3348078874012923,0.005125116443847042,0.0002165883696119867,0.6644666165502358,0.6688822579819496
2.056379763294384e-05,1.825330742739707e-06,4.02333730648391e-07,4.366030884853631e-09,0.24295434237949354,0.9704000435911456
2.276986527544359e-05,3.3824414555830344e-07,0.9707494869032801,0.2417141290482269,2.869549523126542e-05,1.1587376376068427e-05
2.4757166123966326e-05,7.796467902396895e-07,0.5540291736616861,0.8329776864703096,0.00011171675529808827,3.6446161462184745e-06
2.6620873117537037e-05,0.3350090272569026,3.799148507467471e-05,0.664681986687852,0.0009605472432248782,0.6685357207758817
3.109574083296478e-05,9.08683758804865e-08,0.33293441747799724,0.6666807427564784,0.6672659592089657,1.810626663154126e-05
3.530810325982813e-05,0.9049138879351956,0.3007800334886801,3.0672272701774315e-06,9.552789981264759e-05,0.3024835428878601
4.221419629941173e-05,0.24410665848031998,0.9703452229864569,0.0021404623542144994,0.000887981978728937,0.0003546846841176071
4.296709494587828e-05,0.0009819921611542099,0.6679526425031506,0.00012129378365465445,0.3339356583228552,0.6656118629370491
4.547671161834518e-05,0.2981326008738827,0.9049677385391357,0.001547604654550089,0.3048416108130879,0.0001372938488999894
