0,1,2,3,4,5
2.6972208686398218e-64,2.4782540839733725e-64,5.981948999242773e-48,9.769264090524122e-32,1.5954419016692593e-15,26.055543570277862
2.6972208686398218e-64,2.4782540839733725e-64,5.981948999242773e-48,9.769264090524122e-32,1.5954419016692593e-15,26.055543570277862
2.3279345771527066e-62,3.905925216197711e-62,7.4258723933881e-46,1.2127369946270682e-29,1.548281583980863e-15,25.285357134135932
3.5287114942922406e-47,2.7455960306460426e-47,7.301744850649156e-31,3.1953004873627864e-30,1.5913833204525206e-15,25.989261908992923
2.3728198482181814e-36,7.671608125646987e-36,1.3114284698050997e-19,1.3277263781371405e-17,0.018254783157691773,20.22944043288154
1.7834231990806924e-34,2.6587420533859023e-34,5.228422141247489e-18,0.085386613428259,2.263418209891583,20.102244665658336
7.273621906019405e-33,1.0843575687437114e-32,2.892537814715797e-31,5.2436302849014195e-30,1.548281583980863e-15,25.285357134135932
2.7187951520139174e-27,3.565745052973512e-28,3.2442972488254987e-28,0.0,6.703433547875357e-17,1.0947537775859209
1.4497389580497704e-26,0.0,2.1073097445701386e-27,1.0512914502763961e-11,2.4079631592357538e-06,6.405711447524001
1.8606307932866161e-22,0.0,2.1178304538222115e-23,1.3438428158380137e-07,1.0820577990652977e-06,6.405711447524361
1.0264579036151429e-21,0.0,0.0,1.4344098814567145e-08,1.780015666471714,4.879173410521402
1.1001341415007365e-15,3.3092135501564595e-17,4.262092895522502e-17,2.833664450037713e-26,0.0,17.988152266037147
1.10145665475888e-15,8.970453485409516e-28,0.0,1.6749968820721837e-27,0.0,17.988152266037147
9.200888349122213e-11,2.440646551416721e-10,0.6599886691329975,2.819893267936739e-12,42.96952452912712,0.0
3.436708586352048e-10,9.116283820903637e-10,2.465184490931056,0.059156260281442025,42.90378758647287,0.0
1.5045710486968237e-09,0.0,2.854088008193185e-10,2.1714970916367418e-08,2.7013888811853195,4.435908819557963
4.159877569158269e-09,20.94290998128297,7.280245321870419,13.563695937413874,0.032560889892978784,0.04659193949990638
