f1,f2
0.2807753188180634,0.9231483767119727
0.999999999999996,0.002890007238559001
0.5424485103204933,0.708227697830695
0.8066862401098605,0.3526825654336082
0.5549247399647219,0.6945627925465054
0.9672190564901688,0.06729703170096998
0.9569095953153871,0.08770825673267767
0.8753554748806667,0.2370346254697025
0.7446629356394029,0.4484546017851504
0.5981098795727371,0.6446640542368736
0.8393610065025049,0.2990915155911846
0.8841748090792381,0.22154554304807483
0.4936596166078723,0.7585021558881363
0.9329115568493408,0.13327149815337894
0.7936317525675043,0.3731649219752406
0.9892242660243162,0.025613793895798483
0.6286382414036711,0.6072683881764938
0.5311047163376976,0.7203109223073959
0.5638441393146696,0.6846255662021649
0.30604742760305836,0.9083453435920171
0.3691461719164635,0.8658436161222038
0.3594464655673205,0.8731920820742438
0.3433672365293561,0.8841773601804764
0.2862874909246126,0.9199672034241464
0.8503140985258579,0.2800339884664596
0.8684355636706158,0.24919210018977667
0.8125962069586179,0.34277260908904233
0.9968444941871513,0.010118693522467114
0.641406103005034,0.5911645577502926
0.5169494586016519,0.7345779940238396
0.5763154479282069,0.6701636050170203
0.6208585745379339,0.6170786416416647
0.7381709305515213,0.45806275104263594
0.5039852509467351,0.7482190523500574
0.9727436709301839,0.05738565513867708
0.7865665770780615,0.38432096199759963
0.7553057670808607,0.43242971385741347
0.9783612641061928,0.04647345660528672
0.7317779436929246,0.4673545756659843
0.8630203886419103,0.25830258749806306
0.8572584401482102,0.2681783598402357
0.47523596677532676,0.7763076787543506
0.3296285002297371,0.8934063091712622
0.5246624339575099,0.7269587435068079
0.7753063349219641,0.40187538535232376
0.9226824758936107,0.15207454771256718
0.6056768347971767,0.6355900462127771
0.7794895156172481,0.3953814585550603
0.6528497707343646,0.576529775466326
0.9472041284756936,0.10625286583906556
0.39883269914188246,0.8430628705246292
0.34951651273365714,0.8799066590746379
0.9032127394739802,0.18740017856722938
0.951911731921309,0.09659268910067843
0.37890139919010946,0.8586653254375852
0.5715168442552414,0.6758852791089948
0.5090351531473128,0.7430938827773512
0.6721914553062656,0.5507126172229152
0.9168230092242434,0.1629602605153268
0.391755416312228,0.848736630376993
0.5864318506411565,0.6584768139472738
0.8271847503944517,0.31821062316452864
0.7681901793389594,0.4132495986461197
0.7209069354449855,0.4829995721914131
0.6971044486735327,0.5166702409339551
0.7109789010798016,0.497392693064969
0.7139686600720703,0.49315607975718023
0.6648544710057445,0.5605367474154755
0.38430511960718816,0.8544873692768128
0.8988959094937933,0.19518581517006145
0.45907595960102443,0.7913929828197207
0.456420065710458,0.7940048787818151
0.6372785048009335,0.5965234377521188
0.41702055602784316,0.8281594950129597
0.9421352824577303,0.11584847526392945
0.3168043734640509,0.9015954572202993
0.6145936410900901,0.6246984047174353
0.5860066763782343,0.6588865709450364
0.6906285287410328,0.5256625940318713
0.6763797903253093,0.5451604194196059
0.8193621049853855,0.3316627935850763
0.9104935970232946,0.17452272791210915
0.8903669847321428,0.21038621327439297
0.6110110178012185,0.6291115548426877
0.4317750094574939,0.8156710614293331
0.9090882401356712,0.1767841607615625
0.4475463254391504,0.8020437423832686
0.46805993820678715,0.783078339942275
0.4849105442391899,0.7671341250173411
0.8947929852505516,0.20245756686412217
0.6813929646985353,0.5382685559811097
0.4391431509824172,0.8092522105737947
0.48400513053362904,0.7681130072847601
0.6619623484161559,0.564351685150065
0.40800696706564743,0.8355741799976624
0.6567298162070866,0.5713386526117722
0.8521618078002261,0.27748457616829714
0.7256562224189884,0.4762465187444189
0.9363657713109745,0.12651275335167841
0.7917667059044022,0.37612865983498117
