0,1,2,3,4,5
1.7003166998000067e-09,5.844441609671902e-11,1.3049460120688793e-06,1.0000876724255985,1.0182636553289402e-06,3.5979320988546265e-05
3.989930040390938e-08,7.056821219710529e-09,2.1469149310143024e-06,8.711553058001758e-08,0.5482416324997473,0.8363277565449628
5.48370427786742e-07,2.808933668290242e-08,5.769939726075166e-07,0.6104273692632322,0.00023143029730143548,0.7921981489333784
9.049327866106694e-07,1.0153857820850817e-05,0.2440184675366525,0.9707565836236933,6.564522424783841e-05,3.5140222085887453e-06
3.6868269494074455e-06,0.00026237128755503134,0.670088511536702,0.3334453119131191,0.664207935951395,3.352316092006405e-05
3.8131441020106634e-06,7.259723959869293e-07,9.623710556895116e-09,5.467277932973264e-07,1.0000107530746176,3.398553636622642e-06
4.192949143162862e-06,0.00015281784345286248,0.6686794783765957,0.6593981931464545,0.3448662233393355,0.0001164169078652668
4.7857235683375805e-06,0.00017442232903478843,0.7632134400076733,0.46388586014337346,0.4507616673098819,0.00011592916660052477
5.261800803133897e-06,0.0001223176245716804,0.00012477311755898968,2.549975022657775e-05,0.9719953706661525,0.23504603769931023
2.171882752662093e-05,0.0020962623804148075,0.30296087995333554,0.889319881129819,0.020304849484026874,0.3420466312535762
2.6089336715244883e-05,0.30483499153999033,0.3050256801295545,0.9023013467601663,0.00016771311803774467,0.0002739253044922794
3.4544828861573364e-05,1.3098002824921808e-07,0.25441813441449734,4.557496885183335e-05,0.9671686363067055,7.478175774124533e-05
4.520232758815058e-05,0.3663745875225484,0.00010493803839025318,0.004244925631840383,0.5580900791484517,0.7445121129303107
4.6268615615239624e-05,0.004602828635525752,0.14068575073751566,0.23397650698783,0.5651493024678818,0.7785780704348957
4.921186607737101e-05,1.5283477646832169e-06,0.5554349426402856,0.8328124162754691,3.5987603850327115e-05,2.233042355953847e-05
5.314919204565367e-05,0.279281007323054,0.46991581118061215,0.008164253952725409,0.7282699788857001,0.41341736168560583
5.858933831738357e-05,0.24184791172595824,3.6650109693686295e-06,0.9704532792508499,0.00038200070289326314,0.005109644130898803
6.18726856995851e-05,1.1648365819342154e-06,4.508202520398926e-06,5.453445926083647e-05,3.0349199058148715e-05,1.0000081486439092
6.955212450706972e-05,2.184078704586736e-06,0.30437216832765557,0.30014747622670473,0.9045056265519203,0.00011641634956916567
8.267576827960301e-05,0.3412730452842247,0.03589199901859545,0.5681417074061309,0.001420045617369915,0.7481057546108275
8.599081985786046e-05,0.24263816403680002,0.9710959505953114,0.00025607503604228664,1.7818714348476376e-05,0.00019117894931378325
9.451058287110879e-05,0.8317008375895896,0.5552291088617908,5.707487908317996e-05,0.00035167517886306224,1.134291433616703e-05
0.00012971453315524707,1.816829408488238e-06,0.969801351282481,0.24403250931589993,4.629477143399171e-05,7.487833913425767e-05
0.00013578950111088538,5.148589029843275e-07,1.0000718684739576,2.9809469282746616e-05,3.1086603678743516e-08,7.480926019457161e-05
0.00016136381084611365,1.000113620560929,2.3031488834975652e-05,1.5056471483383429e-05,1.9302090164833606e-05,2.133582277415191e-06
