"V1","V2","V3","V4"
0.999996157844049,0.000385652900231886,0.00243404573808483,0.00171846658876218
5.16803667255656e-13,1.42173789693698e-13,8.95407941682976e-16,1.00069285889494
3.40433062617032e-16,3.50254021145467e-17,2.33930215529144e-12,1.00000044334692
0.000550988553772836,0.00124662753061902,0.999998430749145,0.0012170902173658
5.31541139179733e-05,1.00000284273801,0.000125594264689319,4.87140939347794e-08
2.82747079707216e-20,2.19504667523569e-16,1.50041661881843e-12,1.00000000605073
0.766971063732061,0.144136137243342,0.625284070713671,7.81502207362947e-12
1.95396020561342e-14,8.22748702164015e-14,3.09572084151748e-14,1.00069287542975
0.53995144459352,0.474461755452745,0.531456286550706,0.450040305869602
0.0500803043251768,0.0438450164478895,0.735082540803847,0.674703082816937
0.511980409482188,0.444741672180969,0.686499536256486,0.262302723314947
0.099170664292036,0.326898093723841,0.64806939100321,0.680668479244331
0.0141571332843279,0.149051604254584,0.93343959462617,0.325998408582332
0.271597417183577,0.821200809438073,0.501685688783604,0.0137225455983306
0.951396892946585,0.224449898663218,0.0563657345206361,0.203200314094031
0.503945973035267,0.493949976295213,0.131438427505563,0.696258927520845
0.135988806487257,0.496192447423159,0.850395428237337,0.11013674031913
0.793192251925329,0.0943793017220537,0.454470710510769,0.394201934670458
0.830380427839388,0.204533969434259,0.325190509204326,0.403591978204387
0.104204668125356,0.277774759871734,0.539102976915881,0.788258486731406
0.14461649499683,0.463954053297628,0.870774250477368,0.0747392485167684
0.032321905576605,0.784794057818619,0.573932249027208,0.231636869907808
0.023649445090411,0.072448008944193,0.749627970296704,0.657458263736034
0.390061165234002,0.912253455983711,0.125078529697971,0.0012170902173658
0.281662060742426,0.27182613378923,0.315266011230734,0.864514541362899
0.472710273216307,0.448233064124365,0.555755308735075,0.516496041944718
0.249178637056544,0.775736864688081,0.472675791234621,0.335738342907973
0.043046054704075,0.856194398238548,0.203563860726319,0.472907021265525
0.157720727318804,0.108184378958303,0.91448622525206,0.356561701475974
0.207472530397195,0.728037776487961,0.442360598896746,0.480867251256963
0.318758006044303,0.867548833648886,0.336387207290602,0.180543691773502
0.202458324252796,0.0514436589114206,0.310144738124882,0.927456464633545
0.530173131672777,0.16551205622921,0.809124693989267,0.191936111627199
0.26225034226375,0.709511048751406,0.498107394559033,0.423919652633343
0.328532649333443,0.285859613804464,0.0390054603581856,0.89935070131505
0.781855610619857,0.21210232414982,0.305698753546194,0.500262678963225
0.119983809294611,0.363377198637886,0.702481379436523,0.600067997567192
0.0350179852648957,0.808284394584946,0.587744785359697,0.00274844584612269
0.655862252956326,0.655054769196207,0.360210784725024,0.104865694750713
0.0151613971331566,0.0346726316513097,0.977048398832493,0.209632381651863
0.984859641891053,0.173353644247957,1.50587945258912e-05,5.64824719620824e-11
0.170378749408654,0.490898703861054,0.771128144803907,0.367900729711149
0.362486156161739,0.30288991167298,0.0355891602347255,0.880681676581976
0.196736854975799,0.695111653086546,0.20359177840453,0.660807294189494
0.179714130395631,0.157916943534366,0.176886654044702,0.954715039668488
0.655902800376877,0.551109544296387,0.180996997531411,0.483021654221006
0.67373842749435,0.630419317035003,0.348178387217216,0.165589544835814
0.397236648409902,0.405967590568369,0.316562206499253,0.759729021351274
0.281431259234739,0.275861653081569,0.396844746665737,0.828982606989619
0.620121227614823,0.608910243548336,0.334084938595107,0.364794029193652
0.367360653985732,0.886937691764222,0.00639638585929995,0.279936427127076
0.850730642778948,0.0906645031464468,0.486764762502369,0.176344943850111
0.00212032858782387,0.00139460634396415,0.142216077744689,0.990578896662088
0.78369184571427,0.182354994194434,0.290444757778985,0.517896427270213
0.738570384895675,0.158020104858958,0.219781301293072,0.617449175991165
0.233765971019601,0.716121629684365,0.0165344069592178,0.657458263862142
0.354004711677272,0.892546545239938,0.00639758766280467,0.279317021233722
0.643938545809224,0.653131659747233,0.308434636024616,0.252267917893846
0.891460766456115,0.243861915808994,0.350545027624274,0.151491226021113
0.72243095674863,0.677229140555865,0.0059530819285662,0.139351481464419
0.326220275460489,0.283847593679112,0.0336280731915744,0.901045258858065
0.215266323778879,0.649948690239784,0.13239640775271,0.716727608396057
0.119983809294611,0.363377198637886,0.702481379436523,0.600067997567192
0.406248809839487,0.355668480640466,0.227720736066252,0.810312357584582
0.877709336456291,0.122862789384985,0.460502079438223,0.0497111455515406
0.433704676999031,0.351959887585799,0.784439942361552,0.272830092573349
0.564862754423905,0.547117267617503,0.592374899011039,0.175171641156596
0.466341726211038,0.305194854369054,0.788286819055515,0.263402372116443
0.307734368969541,0.929135345196727,0.198612981803432,0.0505976288667259
0.440683461792688,0.431001076600297,0.238671642233109,0.750385173168821
0.454802840236424,0.421104578487982,0.239990505737503,0.747151772123815
0.744510177827274,0.175641979920201,0.0895661383698893,0.63896789801896
0.219629774653631,0.183222240146738,0.158115052037436,0.945873535523541
0.0829761346494768,0.0138805472467048,0.861416334696003,0.500883903598844
0.095430732002756,0.0165711781229445,0.991758390687732,0.0838735528917602
0.756920842674863,0.25081614540095,0.602114323055168,0.0402557730671726
0.15473758599691,0.981619215842627,0.103373039604295,0.042356054178233
0.423922857355855,0.902910432613474,0.0255791749601762,0.0662517679557629
0.919429023102043,0.154153938649771,0.312196666954417,0.186450041828555
0.0614968463281679,0.623656190097146,0.264302521033433,0.733086820183332
0.934908359243695,0.220559987159243,0.19343230625816,0.203300695070567
0.411036370849412,0.384608117353683,0.214517487649041,0.798191260153312
0.0632649915828585,0.621134356265132,0.270388495746135,0.732858010687667
0.033553486049858,0.0767335392778456,0.760777199768381,0.64358802683332
0.31165744256471,0.270534738134531,0.149307785980566,0.898548217208917
0.729501919107798,0.169745696540312,0.270361379097237,0.604912549765634
0.799350081350741,0.0851887475558676,0.457366213157606,0.380261346209127
