Framework;Algorithm;Problem;Seed;HV;GD;IGD;;;;
moeadr;moead;dtlz7;4;89.39102704;1.756411697;0.684741586;;;;
moeadr;moead;dtlz7;5;89.3895795;0.574727991;0.684725227;Mejor;143.4614436;5.15E-01;2.84E-01
moeadr;moead;dtlz7;6;89.38275142;1.172807773;0.684825324;Media;93.89435614;1.221005949;0.651384118
moeadr;moead;dtlz7;7;89.39092696;1.562717369;0.684706046;Peor;89.3778975;2.33E+00;6.85E-01
moeadr;moead;dtlz7;8;143.4614436;1.189164537;0.28432152;;;;
moeadr;moead;dtlz7;9;89.38802639;0.528312449;0.684693264;;;;
moeadr;moead;dtlz7;10;89.38954671;2.330466388;0.684760154;;;;
moeadr;moead;dtlz7;11;89.38661012;1.314795586;0.684806363;;;;
moeadr;moead;dtlz7;11;89.3914053;1.3736271;0.6847094;;;;
;;;;;;;;;;
pymoo;nsga2;dtlz7;1;145.4448277;0.10482965;0.250513612;;;;
pymoo;nsga2;dtlz7;2;200.3553112;0.123475473;0.03034999;;;;
pymoo;nsga2;dtlz7;3;145.2448;0.094947174;0.253155757;;;;
pymoo;nsga2;dtlz7;4;145.241075;0.096618205;0.253810108;;;;
pymoo;nsga2;dtlz7;5;145.2785022;0.095609553;0.252776304;Mejor;200.3700712;8.88E-02;2.55E-02
pymoo;nsga2;dtlz7;6;145.3235278;0.088832403;0.220664998;Media;159.0852977;0.102710655;0.188691827
pymoo;nsga2;dtlz7;7;145.2838699;0.090306719;0.250044009;Peor;145.241075;1.28E-01;2.54E-01
pymoo;nsga2;dtlz7;8;145.3564093;0.093225837;0.222015087;;;;
pymoo;nsga2;dtlz7;9;145.4135504;0.094180198;0.222139665;;;;
pymoo;nsga2;dtlz7;10;200.3700712;0.128222037;0.03280688;;;;
pymoo;nsga2;dtlz7;11;200.3354313;0.118045105;0.025511918;;;;
pymoo;nsga2;dtlz7;11;145.3761959;0.1042355;0.2505136;;;;
;;;;;;;;;;
pymoo;nsga3;dtlz7;1;199.955985;0.116277523;0.032729569;;;;
pymoo;nsga3;dtlz7;2;199.9870592;0.11913554;0.032075204;;;;
pymoo;nsga3;dtlz7;3;200.0834946;0.115501021;0.032014797;;;;
pymoo;nsga3;dtlz7;4;199.9099377;0.117968773;0.032908508;;;;
pymoo;nsga3;dtlz7;5;145.0811279;0.099087905;0.224222079;Mejor;200.0834946;8.91E-02;3.15E-02
pymoo;nsga3;dtlz7;6;199.9219446;0.117682144;0.032039508;Media;185.8900235;0.112160814;0.08440242
pymoo;nsga3;dtlz7;7;199.9856044;0.118081674;0.031652877;Peor;140.8489984;1.19E-01;2.60E-01
pymoo;nsga3;dtlz7;8;199.9269745;0.118286619;0.03309245;;;;
pymoo;nsga3;dtlz7;9;140.8489984;0.089144372;0.238804196;;;;
pymoo;nsga3;dtlz7;10;144.9532078;0.100172889;0.259778367;;;;
pymoo;nsga3;dtlz7;11;199.9424532;0.119090305;0.031496689;;;;
pymoo;nsga3;dtlz7;11;200.0834946;0.115501;0.0320148;;;;
;;;;;;;;;;
rmoo;nsga2;dtlz7;1;27.85955264;1.620212296;1.874246149;;;;
rmoo;nsga2;dtlz7;2;0;1.578134116;2.733380006;;;;
rmoo;nsga2;dtlz7;3;86.45990574;1.25904196;1.018078371;;;;
rmoo;nsga2;dtlz7;4;149.5453002;0.448878696;0.467978038;;;;
rmoo;nsga2;dtlz7;5;0;2.112180322;3.09395841;Mejor;152.1743862;4.37E-01;4.55E-01
rmoo;nsga2;dtlz7;6;0;2.25974182;3.434895755;Media;43.88344386;1.518368583;1.998444987
rmoo;nsga2;dtlz7;7;12.28383524;1.907248912;2.195722237;Peor;0;2.26E+00;3.43E+00
rmoo;nsga2;dtlz7;8;0;2.162174452;3.317713563;;;;
rmoo;nsga2;dtlz7;9;48.85523801;1.066101303;1.467678854;;;;
rmoo;nsga2;dtlz7;10;47.21328754;1.239976381;1.503220243;;;;
rmoo;nsga2;dtlz7;11;2.209820762;2.130023138;2.419326418;;;;
rmoo;nsga2;dtlz7;11;152.1743862;0.4367096;0.4551418;;;;
;;;;;;;;;;
rmoo;nsga3;dtlz7;1;0;4.75867096;5.675957015;;;;
rmoo;nsga3;dtlz7;2;0;2.206082635;3.37916573;;;;
rmoo;nsga3;dtlz7;3;108.2073207;0.3924646;0.653148673;;;;
rmoo;nsga3;dtlz7;4;161.6982572;0.396301242;0.363692801;;;;
rmoo;nsga3;dtlz7;5;0;2.34871484;3.43624382;;;;
rmoo;nsga3;dtlz7;6;67.59713731;0.957753154;1.169982066;;;;
rmoo;nsga3;dtlz7;7;92.78439983;0.576609669;0.846147702;;;;
rmoo;nsga3;dtlz7;8;48.78011932;1.334515805;1.475045159;;;;
rmoo;nsga3;dtlz7;9;161.8663231;0.390819811;0.361104016;;;;
rmoo;nsga3;dtlz7;10;26.65964386;0.930299857;1.835281314;Mejor;161.8663231;3.14E-01;3.61E-01
rmoo;nsga3;dtlz7;11;27.5477942;1.688463183;1.879208568;Media;35.02967688;0.86571004;1.143549689
rmoo;nsga3;dtlz7;11;108.3584219;0.3583056;0.6226368;Peor;0;4.76E+00;5.68E+00
deap;nsga2;motsp;1;0.198710703;0.325689181;0.419438044;;;;
deap;nsga2;motsp;2;0.199201948;0.323683716;0.417049161;;;;
deap;nsga2;motsp;3;0.195272869;0.314528653;0.42236327;;;;
deap;nsga2;motsp;4;0.197326004;0.330478998;0.420881395;;;;
deap;nsga2;motsp;5;0.197735808;0.329834413;0.419476432;;;;
deap;nsga2;motsp;6;0.197459186;0.339924624;0.421991145;;;;
deap;nsga2;motsp;7;0.199906489;0.319086932;0.41709458;;;;
deap;nsga2;motsp;8;0.199161047;0.321250279;0.418203118;;;;
deap;nsga2;motsp;9;0.199484791;0.313910792;0.414079902;;;;
deap;nsga2;motsp;10;0.198468889;0.331239634;0.419360966;;;;
deap;nsga2;motsp;11;0.200423134;0.322702349;0.414091181;;;;
;;;;;;;;;;
deap;nsga3;motsp;1;0.198864749;0.182623521;0.384447425;;;;
deap;nsga3;motsp;2;0.201721473;0.168868373;0.378006019;;;;
deap;nsga3;motsp;3;0.202901365;0.159901631;0.376030036;;;;
deap;nsga3;motsp;4;0.200124147;0.163246474;0.378962489;;;;
deap;nsga3;motsp;5;0.20036636;0.173077433;0.381930507;;;;
deap;nsga3;motsp;6;0.204118125;0.158178475;0.374226608;;;;
deap;nsga3;motsp;7;0.201621274;0.161582774;0.377009314;;;;
deap;nsga3;motsp;8;0.201716979;0.159385448;0.376813563;;;;
deap;nsga3;motsp;9;0.203166922;0.163780125;0.377310523;Mejor;0.20654979;1.48E-01;3.70E-01
deap;nsga3;motsp;10;0.204836206;0.152997792;0.372522853;Media;0.20271282;0.162666381;0.376624225
deap;nsga3;motsp;11;0.204803744;0.155474122;0.373014979;Peor;0.198864749;1.83E-01;3.84E-01
deap;nsga3;motsp;12;0.203472399;0.169107919;0.376998212;;;;
deap;nsga3;motsp;13;0.200605149;0.176831531;0.38070796;;;;
deap;nsga3;motsp;14;0.203691405;0.159754264;0.374703439;;;;
deap;nsga3;motsp;15;0.205197901;0.148439944;0.371511682;;;;
deap;nsga3;motsp;16;0.20654979;0.148209485;0.3700776;;;;
deap;nsga3;motsp;17;0.201264933;0.17141971;0.379560502;;;;
deap;nsga3;motsp;18;0.20370495;0.155501477;0.374873262;;;;
deap;nsga3;motsp;19;0.201104403;0.167002021;0.379987829;;;;
deap;nsga3;motsp;20;0.205422666;0.14845489;0.370991161;;;;
deap;nsga3;motsp;21;0.201714281;0.172156589;0.379422754;;;;
;;;;;;;;;;
pymoo;nsga2;motsp;1;0.189969806;0.342368282;0.434115098;;;;
pymoo;nsga2;motsp;2;0.192537215;0.32990845;0.428310929;;;;
pymoo;nsga2;motsp;3;0.189969806;0.342368282;0.434115098;;;;
pymoo;nsga2;motsp;4;0.191542343;0.335613496;0.432148957;;;;
pymoo;nsga2;motsp;5;0.191993904;0.332555005;0.434725581;Mejor;0.194453929;3.24E-01;4.28E-01
pymoo;nsga2;motsp;6;0.191565432;0.34160711;0.428215163;Media;0.191819977;0.334815526;0.431360979
pymoo;nsga2;motsp;7;0.190986585;0.334491404;0.431851184;Peor;0.189969806;3.42E-01;4.35E-01
pymoo;nsga2;motsp;8;0.193255896;0.32638502;0.429413988;;;;
pymoo;nsga2;motsp;9;0.194453929;0.324314979;0.428639439;;;;
pymoo;nsga2;motsp;10;0.191151536;0.341429027;0.434669468;;;;
pymoo;nsga2;motsp;11;0.192593294;0.331929733;0.428765868;;;;
;;;;;;;;;;
pymoo;nsga3;motsp;1;0.199351679;0.21055653;0.391321821;;;;
pymoo;nsga3;motsp;2;0.19903315;0.222991529;0.390784579;;;;
pymoo;nsga3;motsp;3;0.198737103;0.210970271;0.391755482;;;;
pymoo;nsga3;motsp;4;0.196698106;0.22119339;0.394181116;;;;
pymoo;nsga3;motsp;5;0.198504661;0.212985752;0.39123766;Mejor;0.199351679;2.11E-01;3.91E-01
pymoo;nsga3;motsp;6;0.197191181;0.214696499;0.39406725;Media;0.197757922;0.219555951;0.393946647
pymoo;nsga3;motsp;7;0.196885528;0.226276092;0.394380422;Peor;0.19522193;2.35E-01;4.00E-01
pymoo;nsga3;motsp;8;0.198469235;0.219427612;0.394745285;;;;
pymoo;nsga3;motsp;9;0.19522193;0.234583858;0.399710735;;;;
pymoo;nsga3;motsp;10;0.196655934;0.226080666;0.398921916;;;;
pymoo;nsga3;motsp;11;0.198588634;0.215353266;0.392306851;;;;
;;;;;;;;;;
rmoo;nsga2;motsp;1;0.181554559;0.288868664;0.427815866;;;;
rmoo;nsga2;motsp;2;0.181172792;0.280643748;0.419804249;;;;
rmoo;nsga2;motsp;3;0.191667188;0.306285593;0.425329523;;;;
rmoo;nsga2;motsp;4;0.184842473;0.268679801;0.421246652;;;;
rmoo;nsga2;motsp;5;0.180757229;0.280728173;0.422063846;Mejor;0.191667188;2.53E-01;4.12E-01
rmoo;nsga2;motsp;6;0.179232438;0.288018786;0.431919677;Media;0.182276263;0.281657505;0.424692611
rmoo;nsga2;motsp;7;0.183402858;0.284289464;0.425557584;Peor;0.17684309;3.06E-01;4.36E-01
rmoo;nsga2;motsp;8;0.178406261;0.280097667;0.427004825;;;;
rmoo;nsga2;motsp;9;0.180040952;0.269079113;0.423414994;;;;
rmoo;nsga2;motsp;10;0.187119049;0.253448492;0.411660471;;;;
rmoo;nsga2;motsp;11;0.17684309;0.298093055;0.43580103;;;;
;;;;;;;;;;
rmoo;nsga3;motsp;1;0.187066876;0.2084655;0.402600027;;;;
rmoo;nsga3;motsp;2;0.186456301;0.209246177;0.402142482;;;;
rmoo;nsga3;motsp;3;0.200755978;0.177519261;0.381044058;;;;
rmoo;nsga3;motsp;4;0.18534517;0.226106902;0.405328343;;;;
rmoo;nsga3;motsp;5;0.187673215;0.217455585;0.405462165;Mejor;0.200755978;1.78E-01;3.81E-01
rmoo;nsga3;motsp;6;0.189103222;0.199450589;0.39675194;Media;0.188262165;0.211342041;0.401361941
rmoo;nsga3;motsp;7;0.188451373;0.212437729;0.401482255;Peor;0.184309963;2.26E-01;4.09E-01
rmoo;nsga3;motsp;8;0.184847037;0.224606331;0.408773761;;;;
rmoo;nsga3;motsp;9;0.188720595;0.210935435;0.401583468;;;;
rmoo;nsga3;motsp;10;0.18815409;0.214458241;0.402068357;;;;
rmoo;nsga3;motsp;11;0.184309963;0.224080701;0.407744494;;;;
