"V1","V2","V3","V4"
0.582147872142883,0.811853144911239,0.0447029001248815,2.13762743053739e-13
0.999999850226501,0.000292461332939798,0.000513098303332312,0.000177284499573626
6.35097843398979e-21,8.77238819407801e-22,6.12303178955435e-17,1.00000000882045
0.00785002739705329,0.999962960397729,0.000513364337798564,0.00352111253615909
6.10793261520398e-17,4.12579605297984e-18,1.21921250805408e-18,1.0000054613327
6.109113482238e-17,4.12659370692512e-18,1.9882400695343e-20,1.0000005494925
0.0024676480641507,0.00144016244632377,0.999995973134645,6.48582693740434e-06
3.92072115750945e-21,5.07271509175462e-21,6.12303311396465e-17,1.00000022512021
0.694079427224169,0.358215175754717,0.597150731864751,0.18263695208906
0.319130950504385,0.39623297802318,0.685224956632728,0.521173506857179
0.877211056059986,0.240205891316906,0.400203242790081,0.112436228807819
0.142686149816244,0.670485739515118,0.066572588988292,0.725022710485248
0.327905294173919,0.155867524847629,0.741655327695565,0.564032907003949
0.0433775467076474,0.0227951582254513,0.426546275804653,0.903137377888911
0.0705750934436944,0.0370876304431805,0.556773178211332,0.826829695924347
0.138016387500662,0.573943736099947,0.292838264845603,0.752187357784917
0.210479124558415,0.860298358606016,0.4152951014337,0.207642845090749
0.00315244376835188,0.280885527796567,0.124665313230786,0.951605169321517
0.450437161446871,0.479600557143482,0.308089074235009,0.687154622821464
0.364319530149706,0.0756555790573056,0.840304155103858,0.394258220752149
0.425487422861155,0.217233202341475,0.0282930087150927,0.878048805379852
0.295223605545054,0.551522550608095,0.773689781170824,0.100362580084236
0.532202085142466,0.296957031768318,0.48279864318618,0.62887439735637
0.964610914675522,0.0572580056764463,0.25706415274669,0.0130336442298012
0.369161586407916,0.0786259674083207,0.852385663466111,0.361910720138205
0.858412253939463,0.476595082119227,0.185600532884469,0.0392222095349047
0.398553772644957,0.713793694715571,0.562026051027741,0.125619183865116
0.915234239758862,0.0543270727068425,0.243905507214289,0.316085632468136
0.683339845090795,0.347182723704728,0.630310970906571,0.123365075564239
0.759194220164888,0.132094927305773,0.596172952445147,0.225284097608601
0.197460823984303,0.593585144770083,0.773689781170824,0.100362580084236
0.906156725331115,0.135186094467193,0.266854040570244,0.298988006035723
0.627851972463584,0.14209910467702,0.271505621714969,0.715468870716534
0.987484468288575,0.0662870583971615,0.0538023218906511,0.13262928835798
0.0812418809521784,0.326742233870062,0.222798050101745,0.914877462173256
0.735230635744025,0.109856770716434,0.472678995738368,0.473225566869355
0.939330100166058,0.213203467506973,0.0914987119157008,0.252653388044944
0.480371417445027,0.568254407930734,0.53988654525845,0.393513407685909
0.117084979617739,0.486577815324466,0.0674481721545017,0.863124761428939
0.911363913039547,0.257325686225164,0.207790084396552,0.245000696044411
0.45317987211914,0.541663754640993,0.512422233388651,0.488520101986507
0.588680724246452,0.312037404171603,0.493365093505,0.559179358451051
0.350322538867647,0.663590510427485,0.57640880509202,0.323534691038086
0.052354653333725,0.61840751879103,0.462020084336127,0.633538749911475
0.000969441402501394,0.0348603509308432,0.0970167644508718,0.994671710855328
0.643385694260106,0.681611283047693,0.183884069531962,0.296053386429283
0.0983359536273956,0.831324408741815,0.112727802156074,0.535280404050052
0.781850997978789,0.454993720923141,0.420097302206195,0.0721690083230816
0.569918566890769,0.810186664715061,0.133711865305376,0.0301928226587192
0.0756862296383361,0.370982304980115,0.883315555239419,0.276406486306844
0.221556957153975,0.267442744622089,0.709437881244636,0.61325940449366
0.715485275228135,0.344470055675695,0.333112107632524,0.508390202581259
0.0330111542627914,0.0353563163108554,0.301211782004345,0.952329633908024
0.668221473406451,0.36415129660281,0.062456553409925,0.64573633035419
0.0167506323180229,0.787225497031452,0.339464051217333,0.514548425846769
0.596792567367987,0.316337185643013,0.500163515935558,0.541856865229554
0.46627482887821,0.228010010761956,0.405972207821959,0.752187383589215
0.946374352406834,0.197964523324882,0.0918440961978033,0.238229703480385
0.342674358496395,0.495385474876522,0.0793574169908863,0.794275095100233
0.817836540467501,0.445016853955974,0.0645631451467578,0.359078511404954
0.184465444549076,0.718042248415092,0.52627555803504,0.416442913727364
0.00785002739705329,0.999962960397729,0.000513364337798564,0.00352111253615909
0.0605133869768992,0.623059389136714,0.49590682029804,0.601840201788301
0.204931161479235,0.837621983736824,0.404348448673942,0.304787243102179
0.180999404439782,0.704550489894912,0.516387027437079,0.45187931742588
0.0959199503835468,0.0467463162125307,0.650252535262942,0.752187383589215
0.0271888060371448,0.12071980701104,0.979716940333428,0.157615089306283
0.619865701651047,0.0144512111855303,0.000437100096668002,0.784576585606874
0.240167633009329,0.902260435395721,0.20783712854334,0.291632872626915
0.359599429242651,0.070138014276208,0.806621185226,0.463822372459544
0.0378499860464748,0.637902494226259,0.475721437952176,0.604433350239083
0.659257624569565,0.652623303567759,0.137637690876116,0.347157583565904
0.165570116515499,0.690873141317011,0.539595505677521,0.45179705839464
0.717513050094858,0.387414161003418,0.578852615599873,0.0038721728440164
0.926224392693728,0.144060615215984,0.111633025544673,0.329989419680114
0.601948543782475,0.328049477744685,0.297988715445198,0.664262354903251
0.237283757064315,0.936636997501544,0.229741670247414,0.116733031166315
0.0190329568501732,0.894487362141818,0.385717059292905,0.225284147605393
0.116402691156442,0.984059185191309,0.133438676853004,0.0165815777247867
0.0854543735150877,0.0894977310651295,0.899408509943432,0.419234450838012
0.327905294173919,0.155867524847629,0.741655327695565,0.564032907003949
0.648042001963427,0.101842196748933,0.519676241043755,0.54736314344922
0.852638124053284,0.473389254272943,0.213304614194669,0.0584160801194847
0.342674358496395,0.495385474876522,0.0793574169908863,0.794275095100233
