"V1","V2","V3","V4"
0.962278462145427,3.0192155658607e-05,0.192371845427219,0.19243737363401
0.599708050870014,4.07502246608454e-06,0.800228944828933,4.12694071708086e-07
0.163880047714308,2.70068670644094e-05,5.74874166211919e-06,0.986489379784628
0.68842887501322,0.229592521351809,0.000178635077828036,0.688018262038805
0.229534061036108,0.688244195768342,3.1429973530028e-05,0.68822322278413
0.485138692510481,0.485468595374982,0.727308560573662,7.70092912394478e-11
0.218497001021701,0.436765373250939,4.21297733548363e-05,0.872646295607827
6.16988069345289e-05,1.29265225618806e-05,0.371230579248785,0.928549275326182
4.86606587156124e-05,4.90107862901367e-05,0.799966912822588,0.600062930528373
0.000104839047244232,0.371348545099384,0.928504496599662,3.57038750141527e-07
4.54537236599168e-05,0.161776776983208,0.986839916661292,9.01126730128193e-06
0.229104898818445,0.229279071669714,0.917726432306513,0.22964828779268
0.371500448869125,0.92844243230955,7.86041164147322e-05,2.81188441367506e-08
0.727677613879686,0.484773558269373,0.48528111830941,1.07787983706577e-08
0.192346441928556,3.34686379540846e-05,0.192258995745678,0.962335294502479
0.436762981577096,4.66714505904928e-05,0.872690051496959,0.218388290440874
0.928458051691967,0.00023307561457524,5.4119856723491e-05,0.371466435963477
0.774636498415818,0.258470400907014,0.516332579010821,0.258028987581623
7.72250638205725e-05,7.24057663623313e-05,0.986401662131318,0.164433337027566
0.600028115355762,3.6002407394518e-06,2.39966760110088e-06,0.799995406449761
0.218244922019988,0.872834375901002,6.93158016121266e-06,0.436519518221747
0.986438847331473,0.000109094616291688,0.164206091381694,6.49176798599027e-07
2.26121072704204e-05,0.688160862144772,0.688329696947582,0.229476783385216
3.35526960414186e-06,0.192649506633,0.192581560946926,0.962207372348119
0.688022456631651,0.000132893270342322,0.229366367703188,0.688500784042302
0.928490742809791,0.000190646870542128,0.371390358786191,2.66868603043623e-06
0.436580208732092,0.218152944269568,0.872825902330011,6.1069571704135e-10
7.75736190129741e-06,9.93391398523511e-05,0.928459799912891,0.371461862482615
0.257977081915032,0.515976372348135,0.257900110996703,0.775061295262059
0.192482836584266,1.07599573832945e-05,0.962265318261678,0.192392238221203
0.16500742740217,0.986301916780835,3.85864582374022e-05,7.90023913189674e-09
0.928375323778481,0.371694647011606,7.41792081317134e-05,1.52463966922698e-06
0.229058831499816,4.42432902086195e-05,0.688125453537405,0.688501268971109
0.774571123132295,0.516139755475231,0.257776586824783,0.259248406864737
7.04088144014469e-06,0.872930930513149,0.436372654900073,0.218159110802628
5.583814108418e-06,0.192111815945964,0.962341880794104,0.192400248035718
0.872907260177312,9.73727244763351e-05,0.217939213556025,0.436526209857107
1.00000829479454,0.000159935497948113,3.50792510887808e-05,1.05572526199781e-05
0.435561412370133,0.873470094836469,8.18733204304156e-05,0.217620217769526
0.218282090552688,5.2252059814524e-06,0.4362751269347,0.872951140304852
9.66103396177131e-05,4.8915431248064e-05,0.599989807423175,0.800029172204764
0.43651968054256,0.872844030118327,0.218197525061993,6.71610871527624e-05
0.218623215737206,2.84627584920555e-05,0.872360930223793,0.437278180668366
0.436299601798815,0.218231757161013,5.79232242533862e-06,0.87295728169674
0.688448923129207,0.22906004370258,0.688176739101705,2.86039521407037e-06
0.258316893841209,0.774533122410565,0.257888269725219,0.516607513241648
6.41361614952276e-05,0.218444988576846,0.43641046094383,0.872837429650006
0.799947477928426,0.00014984430103216,0.600083489159302,5.86745894263321e-06
0.258436536114547,0.516747211970303,0.77426199505052,0.258302868706253
0.258022799812072,0.258151779337303,0.517428426221028,0.773999304384711
0.962292438442917,0.192385981573054,0.192371470057544,1.2766415826982e-06
0.87277769295954,0.217969972079632,0.436773006995431,3.33849792361463e-06
0.217317700877838,0.872868479325589,0.436917346458911,6.7671999143045e-05
5.41605642124234e-05,0.164227013909227,1.2511204193303e-05,0.986434799359731
6.93347479777836e-05,0.928515707957101,0.371322117717365,9.67713859539439e-09
0.000122442271779245,0.438164105456962,0.218855192972722,0.871870199278547
0.727723143215018,8.58185188538692e-06,0.485121973549753,0.484873319796391
0.727653565192073,0.484877796056854,7.40036189357543e-06,0.485222269782045
0.484717175852649,0.727874901482573,5.15738374566074e-06,0.485061653825496
3.00202015541213e-05,1.20867985997114e-05,1.00000994868022,5.78971456356018e-06
0.554889618867685,0.554444985546402,0.554688875677968,0.277544954905664
