"f1","f2","f3","f4"
1.00466174312016,0.0726318185501462,0.0410336365603112,0
6.12303668420363e-17,1.00000080272191,0,0
6.12303668420363e-17,1.00000080272191,0,0
4.80310561289937e-18,0.078443258078931,0.997711108510427,0
1.01185439141302e-21,1.6525382025901e-05,1.00795637499242,0
1.1349076088185e-25,6.16621260765622e-17,1.00705219900412,8.03671604662295e-17
1.1349076088185e-25,6.16621260765622e-17,1.00705219900412,8.03671604662295e-17
3.7819184814286e-33,5.63371127764997e-34,6.24469952814683e-17,1.01987050918937
1.00284880227899,4.62964367915162e-17,0.0727797752559834,0
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
1.1349076088185e-25,6.16621260765622e-17,1.00705219900412,8.03671604662295e-17
1.1349076088185e-25,6.16621260765622e-17,1.00705219900412,8.03671604662295e-17
3.7819184814286e-33,5.63371127764997e-34,6.24469952814683e-17,1.01987050918937
1.00284880227899,4.62964367915162e-17,0.0727797752559834,0
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
1.1349076088185e-25,6.16621260765622e-17,1.00705219900412,8.03671604662295e-17
3.7819184814286e-33,5.63371127764997e-34,6.24469952814683e-17,1.01987050918937
0.161292994453874,7.44607851719885e-18,0.987123215778126,0
1.27343120665749e-17,5.98914777696414e-17,1.00000000115826,7.98043643008688e-17
6.11250685288692e-17,3.58862201515624e-18,1.00000005415509,7.98043685302463e-17
4.32558507669304e-17,4.33368670644098e-17,1.00000011575603,7.98043734462709e-17
3.7819184814286e-33,5.63371127764997e-34,6.24469952814683e-17,1.01987050918937
4.60888058014059e-09,2.12768612749228e-25,1.00005288188309,0
6.1232763588794e-17,4.81249130977792e-24,1.00003994585963,7.98075520623644e-17
6.12327918325612e-17,4.81249352955172e-24,1.00004040713058,7.98075888737997e-17
3.88729226865497e-33,5.26640065081742e-34,6.40663663351246e-17,1.04631771891684
4.60888058014059e-09,2.12768612749228e-25,1.00005288188309,0
6.12327918325612e-17,4.81249352955172e-24,1.00004040713058,7.98075888737997e-17
3.88729226865497e-33,5.26640065081742e-34,6.40663663351246e-17,1.04631771891684
4.60888058014059e-09,2.12768612749228e-25,1.00005288188309,0
3.88729226865497e-33,5.26640065081742e-34,6.40663663351246e-17,1.04631771891684
3.88729226865497e-33,5.26640065081742e-34,6.40663663351246e-17,1.04631771891684
0.154653151664616,0.991627522757958,5.08492080508595e-18,0
6.12303668420363e-17,1.00000080272191,0,0
6.12303668420363e-17,1.00000080272191,0,0
6.12303668420363e-17,1.00000080272191,0,0
6.12303668420363e-17,1.00000080272191,0,0
6.12304620781e-17,1.00000235809623,0,0
3.7819184814286e-33,5.63371127764997e-34,6.24469952814683e-17,1.01987050918937
1.00802822185534,4.65355442925557e-17,5.10728168619915e-18,0
