Framework;Algorithm;Problem;Seed;HV;GD;IGD;;;;
pymoo;nsga3;zdt4;9;15.6502238;0.004849552;0.00438116;;;;
pymoo;nsga3;zdt4;10;15.66058911;0.003584166;0.002450221;;;;
pymoo;nsga3;zdt4;11;15.66121784;0.003499067;0.002341933;;;;
pymoo;nsga3;zdt4;11;15.6494477;0.01552354;0.00238837;;;;
;;;;;;;;;;
pymoo;nsga3;zdt5;1;3.808603591;0.14626128;0.066599065;;;;
pymoo;nsga3;zdt5;2;3.843012001;0.116826977;0.053073858;;;;
pymoo;nsga3;zdt5;3;3.808603591;0.14626128;0.066599065;;;;
pymoo;nsga3;zdt5;4;3.841423779;0.12099118;0.053200972;;;;
pymoo;nsga3;zdt5;5;3.824097403;0.135912322;0.060017719;Mejor;3.877420411;0.087034267;0.038929741
pymoo;nsga3;zdt5;6;3.808603591;0.14626128;0.066599065;Media;3.823408245;0.135483845;0.060516277
pymoo;nsga3;zdt5;7;3.860216206;0.102010232;0.046170999;Peor;3.70323573;0.25034958;0.038929741
pymoo;nsga3;zdt5;8;3.877420411;0.087034267;0.038929741;;;;
pymoo;nsga3;zdt5;9;3.838451064;0.121597875;0.053035283;;;;
pymoo;nsga3;zdt5;10;3.825807796;0.131308685;0.059901023;;;;
pymoo;nsga3;zdt5;11;3.841423779;0.12099118;0.053200972;;;;
pymoo;nsga3;zdt5;11;3.70323573;0.25034958;0.10886756;;;;
;;;;;;;;;;
pymoo;nsga3;zdt6;1;14.46968624;0.003393323;0.003087516;;;;
pymoo;nsga3;zdt6;2;14.46718555;0.003525021;0.003212332;;;;
pymoo;nsga3;zdt6;3;14.46968624;0.003393323;0.003087516;;;;
pymoo;nsga3;zdt6;4;14.46784843;0.003449519;0.003120543;;;;
pymoo;nsga3;zdt6;5;14.46731699;0.003438799;0.00312462;Mejor;14.47452853;0.00298065;0.0023966
pymoo;nsga3;zdt6;6;14.46621556;0.003576303;0.003291503;Media;14.46823691;0.003431117;0.003093229
pymoo;nsga3;zdt6;7;14.4675322;0.003424907;0.003086289;Peor;14.46621556;0.003576303;0.0023966
pymoo;nsga3;zdt6;8;14.46694475;0.003500405;0.003193211;;;;
pymoo;nsga3;zdt6;9;14.46750336;0.003512103;0.003173026;;;;
pymoo;nsga3;zdt6;10;14.46677033;0.003526381;0.003220732;;;;
pymoo;nsga3;zdt6;11;14.46762476;0.003452673;0.003124859;;;;
pymoo;nsga3;zdt6;11;14.47452853;0.00298065;0.0023966;;;;
;;;;;;;;;;
rmoo;nsga2;zdt1;1;3.508224442;0.062792671;0.063082408;;;;
rmoo;nsga2;zdt1;2;3.432041329;0.091429736;0.094096159;;;;
rmoo;nsga2;zdt1;3;3.573122348;0.035863942;0.036636082;;;;
rmoo;nsga2;zdt1;4;3.476941719;0.074290908;0.075596077;;;;
rmoo;nsga2;zdt1;5;3.426306601;0.094232355;0.096596159;Mejor;3.657786248;0.004507335;0.004131929
rmoo;nsga2;zdt1;6;3.596495202;0.026664217;0.027056106;Media;3.539430604;0.049667008;0.050618879
rmoo;nsga2;zdt1;7;3.56863953;0.038026179;0.038421784;Peor;3.411668044;0.100039485;0.004131929
rmoo;nsga2;zdt1;8;3.411668044;0.100039485;0.102804725;;;;
rmoo;nsga2;zdt1;9;3.563161021;0.039522959;0.040630661;;;;
rmoo;nsga2;zdt1;10;3.657786248;0.004507335;0.004131929;;;;
rmoo;nsga2;zdt1;11;3.617921369;0.018294103;0.018543708;;;;
rmoo;nsga2;zdt1;11;3.6408594;0.0103402;0.00983075;;;;
;;;;;;;;;;
rmoo;nsga2;zdt2;1;2.772641749;0.16047036;0.170372281;;;;
rmoo;nsga2;zdt2;2;2.670434541;0.192438278;0.205422125;;;;
rmoo;nsga2;zdt2;3;3.210530814;0.032050917;0.033478977;;;;
rmoo;nsga2;zdt2;4;2.607406256;0.213157642;0.227491224;;;;
rmoo;nsga2;zdt2;5;2.337219639;0.299933513;0.325587525;Mejor;3.233801739;0.025854397;0.026996194
rmoo;nsga2;zdt2;6;3.127179795;0.055513531;0.057800399;Media;2.850827499;0.139964341;0.149517318
rmoo;nsga2;zdt2;7;3.233801739;0.025854397;0.026996194;Peor;2.337219639;0.299933513;0.026996194
rmoo;nsga2;zdt2;8;2.688274242;0.18745716;0.199260296;;;;
rmoo;nsga2;zdt2;9;3.210530814;0.032050917;0.033478977;;;;
rmoo;nsga2;zdt2;10;3.051398058;0.077368909;0.080725328;;;;
rmoo;nsga2;zdt2;11;2.449684838;0.263312132;0.284077173;;;;
;;;;;;;;;;
rmoo;nsga2;zdt2;1;2.376702807;0.289234966;0.311387992;;;;
rmoo;nsga2;zdt2;2;3.283478425;0.013112169;0.013209139;;;;
rmoo;nsga2;zdt2;3;3.226967306;0.028360507;0.028913637;;;;
rmoo;nsga2;zdt2;4;2.705371889;0.182569957;0.193824166;;;;
rmoo;nsga2;zdt2;5;2.659450151;0.197059219;0.209687939;Mejor;3.283478425;0.013112169;0.013209139
rmoo;nsga2;zdt2;6;2.971887544;0.101413363;0.105885359;Media;2.95921881;0.108388598;0.114858716
rmoo;nsga2;zdt2;7;3.102905839;0.063204539;0.065316144;Peor;2.376702807;0.289234966;0.013209139
rmoo;nsga2;zdt2;8;3.175200143;0.042743977;0.043881263;;;;
rmoo;nsga2;zdt2;9;3.257625899;0.020107452;0.020423583;;;;
rmoo;nsga2;zdt2;10;3.01238396;0.089489267;0.093151306;;;;
rmoo;nsga2;zdt2;11;2.491731296;0.251110245;0.269193979;;;;
rmoo;nsga2;zdt2;11;3.24692046;0.02225751;0.02343009;;;;
;;;;;;;;;;
rmoo;nsga2;zdt3;1;4.252340646;0.134983546;0.145545964;;;;
rmoo;nsga2;zdt3;2;4.704769658;0.018281701;0.023098168;;;;
rmoo;nsga2;zdt3;3;4.809286192;0.005581102;0.002440551;;;;
rmoo;nsga2;zdt3;4;4.685142318;0.023612099;0.028245596;;;;
rmoo;nsga2;zdt3;5;4.368604287;0.100997539;0.1175358;Mejor;4.809286192;0.005581102;0.002440551
rmoo;nsga2;zdt3;6;4.708604595;0.018628537;0.022239844;Media;4.632287718;0.03974774;0.045197653
rmoo;nsga2;zdt3;7;4.756276697;0.010767912;0.011511093;Peor;4.252340646;0.134983546;0.002440551
rmoo;nsga2;zdt3;8;4.759166101;0.010677523;0.011000252;;;;
rmoo;nsga2;zdt3;9;4.772941418;0.008745136;0.008121566;;;;
rmoo;nsga2;zdt3;10;4.487163218;0.070928916;0.085362527;;;;
rmoo;nsga2;zdt3;11;4.505003447;0.064184056;0.080095047;;;;
rmoo;nsga2;zdt3;11;4.77815404;0.00958481;0.00717543;;;;
;;;;;;;;;;
rmoo;nsga2;zdt4;1;13.08022021;0.578191956;0.545634468;;;;
rmoo;nsga2;zdt4;2;14.73362189;0.203077508;0.202027953;;;;
rmoo;nsga2;zdt4;3;13.78191092;0.413086543;0.401312164;;;;
rmoo;nsga2;zdt4;4;13.74352419;0.422612228;0.408976707;;;;
rmoo;nsga2;zdt4;5;14.47060307;0.257012516;0.257755368;Mejor;15.57679602;0.019494087;0.019674523
rmoo;nsga2;zdt4;6;15.57679602;0.019494087;0.019674523;Media;14.13365175;0.335990361;0.326670304
rmoo;nsga2;zdt4;7;14.39658935;0.271006072;0.273421939;Peor;12.95476362;0.61415035;0.019674523
rmoo;nsga2;zdt4;8;12.95476362;0.61415035;0.571189876;;;;
rmoo;nsga2;zdt4;9;13.68561374;0.426370555;0.420872202;;;;
rmoo;nsga2;zdt4;10;15.01885504;0.13597038;0.141038279;;;;
rmoo;nsga2;zdt4;11;13.74988335;0.412880196;0.407958096;;;;
rmoo;nsga2;zdt4;11;14.41143965;0.27803194;0.27018207;;;;
;;;;;;;;;;
rmoo;nsga2;zdt5;1;3.769308702;0.097142359;0.072104219;;;;
rmoo;nsga2;zdt5;2;3.728908085;0.129128448;0.088419639;;;;
rmoo;nsga2;zdt5;3;3.769308702;0.097142359;0.072104219;;;;
rmoo;nsga2;zdt5;4;3.766635616;0.171037051;0.079292312;;;;
rmoo;nsga2;zdt5;5;3.690094396;0.158508828;0.104150815;Mejor;3.798143487;0.097142359;0.065517612
rmoo;nsga2;zdt5;6;3.798143487;0.154158129;0.065517612;Media;3.746172382;0.134106253;0.082632255
rmoo;nsga2;zdt5;7;3.63593937;0.148395095;0.116504843;Peor;3.63593937;0.171037051;0.065517612
rmoo;nsga2;zdt5;8;3.732929063;0.134305977;0.087669414;;;;
rmoo;nsga2;zdt5;9;3.768919189;0.145991657;0.075109242;;;;
rmoo;nsga2;zdt5;10;3.766164297;0.108819732;0.072606429;;;;
rmoo;nsga2;zdt5;11;3.75593407;0.109383916;0.079292312;;;;
rmoo;nsga2;zdt5;11;3.77178361;0.15526149;0.078816;;;;
;;;;;;;;;;
rmoo;nsga2;zdt6;1;0;4.458788576;4.734801542;;;;
rmoo;nsga2;zdt6;2;0;3.555971772;3.809107388;;;;
rmoo;nsga2;zdt6;3;0;3.707061955;3.966172644;;;;
rmoo;nsga2;zdt6;4;0;4.170235878;4.439303467;;;;
rmoo;nsga2;zdt6;5;0;4.116740677;4.384130035;Mejor;14.47900677;0.0028574;0.00272295
rmoo;nsga2;zdt6;6;0.436568501;3.09905526;3.343536219;Media;1.242964606;3.458243614;3.697525581
rmoo;nsga2;zdt6;7;0;3.679212592;3.940222701;Peor;0;4.458788576;0.00272295
rmoo;nsga2;zdt6;8;0;3.484613;3.739764467;;;;
rmoo;nsga2;zdt6;9;0;3.74489337;4.006580925;;;;
rmoo;nsga2;zdt6;10;0;3.949290127;4.218014092;;;;
rmoo;nsga2;zdt6;11;0;3.530202763;3.785950542;;;;
rmoo;nsga2;zdt6;11;14.47900677;0.0028574;0.00272295;;;;
;;;;;;;;;;
rmoo;nsga3;zdt1;1;0;3.988765648;4.529222573;;;;
rmoo;nsga3;zdt1;2;0;3.788753889;4.323532163;;;;
rmoo;nsga3;zdt1;3;3.490086942;0.07018819;0.071007728;;;;
rmoo;nsga3;zdt1;4;0;4.321218044;4.86997205;;;;
rmoo;nsga3;zdt1;5;0;3.353582698;3.87423571;Mejor;3.6407321;0.00627222;0.00589146
rmoo;nsga3;zdt1;6;0;4.012108087;4.5531625;Media;0.803367413;2.94302387;3.354663975
rmoo;nsga3;zdt1;7;0;3.65518918;4.18599835;Peor;0;4.321218044;0.00589146
rmoo;nsga3;zdt1;8;0;3.405128032;3.927576407;;;;
rmoo;nsga3;zdt1;9;0;3.790305095;4.325173262;;;;
rmoo;nsga3;zdt1;10;0;3.815907351;4.351544272;;;;
rmoo;nsga3;zdt1;11;0;4.041798927;4.583575495;;;;
rmoo;nsga3;zdt1;11;3.6407321;0.01009295;0.00973971;;;;
rmoo;nsga3;zdt2;11;3.31295733;0.00627222;0.00589146;;;;
;;;;;;;;;;
rmoo;nsga3;zdt3;1;4.447513219;0.069270532;0.096625991;;;;
rmoo;nsga3;zdt3;2;4.516691761;0.054861168;0.07643479;;;;
rmoo;nsga3;zdt3;3;4.803737742;0.005275598;0.003025741;;;;
rmoo;nsga3;zdt3;4;4.723915725;0.014055368;0.018496029;;;;
rmoo;nsga3;zdt3;5;4.200883897;0.13660872;0.157421869;Mejor;4.803737742;0.005275598;0.003025741
rmoo;nsga3;zdt3;6;4.680884206;0.021862547;0.029247609;Media;4.618745819;0.036375145;0.048121952
rmoo;nsga3;zdt3;7;4.548230648;0.042625402;0.067155108;Peor;4.200883897;0.13660872;0.003025741
rmoo;nsga3;zdt3;8;4.587516146;0.035626826;0.055483992;;;;
rmoo;nsga3;zdt3;9;4.752591782;0.010382525;0.012241291;;;;
rmoo;nsga3;zdt3;10;4.78691423;0.007547474;0.005597146;;;;
rmoo;nsga3;zdt3;11;4.649406986;0.02416863;0.03787917;;;;
rmoo;nsga3;zdt3;11;4.72666349;0.01421695;0.01785469;;;;
;;;;;;;;;;
rmoo;nsga3;zdt4;1;13.72698186;0.391973868;0.412933285;;;;
rmoo;nsga3;zdt4;2;11.69180358;0.817970679;0.830978986;;;;
rmoo;nsga3;zdt4;3;14.05977131;0.325958974;0.344026321;;;;
rmoo;nsga3;zdt4;4;13.45145029;0.447303201;0.469709035;;;;
rmoo;nsga3;zdt4;5;13.76132428;0.385152727;0.405853534;Mejor;15.00252548;0.139626557;0.144852689
rmoo;nsga3;zdt4;6;14.38042435;0.262781209;0.277041054;Media;13.94373073;0.3511392;0.366977127
rmoo;nsga3;zdt4;7;13.72919467;0.391577853;0.412501487;Peor;11.69180358;0.817970679;0.144852689
rmoo;nsga3;zdt4;8;15.00252548;0.139626557;0.144852689;;;;
rmoo;nsga3;zdt4;9;13.749405;0.387572742;0.40833746;;;;
rmoo;nsga3;zdt4;10;14.92330684;0.155456625;0.161852403;;;;
rmoo;nsga3;zdt4;11;14.37421384;0.264001811;0.278341505;;;;
rmoo;nsga3;zdt4;11;14.47436727;0.24429415;0.25729777;;;;
;;;;;;;;;;
rmoo;nsga3;zdt5;1;3.716288243;0.086879009;0.07408312;;;;
rmoo;nsga3;zdt5;2;3.703736634;0.143637948;0.101559905;;;;
rmoo;nsga3;zdt5;3;3.716288243;0.086879009;0.07408312;;;;
rmoo;nsga3;zdt5;4;3.716178283;0.137102348;0.095086022;;;;
rmoo;nsga3;zdt5;5;3.709118618;0.092936317;0.08024063;Mejor;3.83646023;0.086879009;0.050641746
rmoo;nsga3;zdt5;6;3.739742278;0.127239813;0.086650256;Media;3.717181714;0.116966188;0.085976043
rmoo;nsga3;zdt5;7;3.83646023;0.118507477;0.050641746;Peor;3.65057522;0.143637948;0.050641746
rmoo;nsga3;zdt5;8;3.65057522;0.133417052;0.109421052;;;;
rmoo;nsga3;zdt5;9;3.729281224;0.128727088;0.093431193;;;;
rmoo;nsga3;zdt5;10;3.690978617;0.10341553;0.084295478;;;;
rmoo;nsga3;zdt5;11;3.69046179;0.101534008;0.088419639;;;;
rmoo;nsga3;zdt5;11;3.70707119;0.14331866;0.09380035;;;;
;;;;;;;;;;
rmoo;nsga3;zdt6;1;0;4.364961016;4.64281871;;;;
rmoo;nsga3;zdt6;2;0;4.029504742;4.300858556;;;;
rmoo;nsga3;zdt6;3;0;3.827456117;4.094348309;;;;
rmoo;nsga3;zdt6;4;0;3.386855001;3.642972014;;;;
rmoo;nsga3;zdt6;5;0;4.053093223;4.324889261;Mejor;14.48032747;0.00287915;0.00185895
rmoo;nsga3;zdt6;6;0;3.69234306;3.956223179;Media;1.206693956;3.532554529;3.777399131
rmoo;nsga3;zdt6;7;0;3.439140782;3.696583325;Peor;0;4.364961016;0.00185895
rmoo;nsga3;zdt6;8;0;3.82898989;4.095996246;;;;
rmoo;nsga3;zdt6;9;0;3.854871318;4.122476454;;;;
rmoo;nsga3;zdt6;10;0;4.083103936;4.355416259;;;;
rmoo;nsga3;zdt6;11;0;3.827456117;4.094348309;;;;
rmoo;nsga3;zdt6;11;14.48032747;0.00287915;0.00185895;;;;
