f1,f2
0.4832423329803427,0.3048436629215465
0.5741414352813028,0.24227878789010876
0.473796156821175,0.3116714760950569
0.009481100865664505,0.9026290553313612
0.1425229932960141,0.6224778241003486
0.9618614942666791,0.019254623122470105
0.5124430955621563,0.28414869172281876
0.8587790565818978,0.07329667283326487
0.08252162646957847,0.7127342232886652
0.4550609617272614,0.32541793551321463
0.4367854720460411,0.3391025253142221
0.6651845646065797,0.18441152251483192
0.9807169528005572,0.009688456696299587
0.17964330242045956,0.5761565118815033
0.5026566513975969,0.29101717129569826
0.2782114542784687,0.47254246210859474
0.7692258556060504,0.12294478189452213
0.7833788371624006,0.1149130906162945
0.6069395246332753,0.22093676467614695
0.2860432763097869,0.46516986219007184
0.12026836731632337,0.6532026999581444
0.059309586385657004,0.7564644042739488
0.2627352070704763,0.48742297449998323
0.026899852318193494,0.8359882555479908
0.9435753355553707,0.02862193994545294
0.40131469851189683,0.3665059601607164
0.5224035956520551,0.27722507261800344
0.06710345899830256,0.7409566464888517
0.30980810498727424,0.44339591720212435
5.964439997452331e-09,0.9999227702130171
0.5426773778308355,0.26333360479058776
0.1871156534642933,0.5674313309261855
0.5635228190425318,0.2493184303297924
0.3421341032471523,0.41507769469172157
0.9084180141261979,0.04689034517208008
0.043409366990434406,0.7916508531564542
0.5324731095302406,0.2702924493125828
0.8276993602231157,0.0902201583772507
0.3840539839501171,0.38027910802514514
0.13509074996647236,0.632453064267358
0.10521767698788669,0.6756272560959133
0.41003733525453245,0.35965842298464706
0.2550697007209013,0.4949557437997231
0.05139554123517842,0.7732941526224383
0.8125604925598886,0.09857862652370857
0.9256395004856359,0.037898393886790185
0.11275558846194808,0.6642090107493234
0.15736582796903273,0.6033063802264635
0.4188582206506918,0.35280743155480737
0.6297416901665709,0.2064373432635778
0.3339834352984973,0.4220870002340355
0.49287243546696147,0.29795125848203513
0.16480920139863064,0.5940330045451717
0.8430414827394586,0.08182709540116702
0.3258343290765405,0.4291810014754873
0.07487871328091492,0.7263602490848331
0.3504095022745982,0.408046030273819
0.6413054184677357,0.19918452907821813
0.3671013406686213,0.39411111524585685
0.14994811165915417,0.6127686587333712
0.4644240904526926,0.3185133233491136
0.2704519039362902,0.4799500947636958
0.19454847985712864,0.5589234988609075
0.7024065723819776,0.16190300538543487
0.24737113252419102,0.5026358149965068
0.317789834108242,0.43627148900538476
0.12766831267980835,0.6426929714100158
0.2397489028180738,0.5103583934977839
0.7152929704644534,0.1542500544106117
0.6773950265120049,0.17695988766524587
0.018365575330063194,0.8644803507602711
0.9999989184409536,5.407796700440677e-07
0.4278438564269913,0.3459022577420184
0.09769786566646455,0.6874334220258598
0.6182643838213601,0.21370210236746084
0.3587366708366981,0.4010536995383706
0.6898570536113582,0.16942366177975807
0.6531022153636148,0.19185260294696477
0.0901530450861618,0.6997450332032082
0.3926253297531872,0.37340177964409615
0.23217263483285522,0.5181570433918797
0.3755002698201028,0.3872192318454377
0.44587687659605524,0.33225987345671015
0.5530149460221292,0.25635025312845344
0.20206474261614987,0.550483879470222
0.5849463601466255,0.235182139234039
0.22458360963568197,0.5260974682113804
0.301816623652206,0.45062160248859434
0.8914740714815952,0.0558209536949073
0.03527424027857916,0.8121856228118349
0.20955128099429937,0.5422322848929831
0.8750185023414022,0.06457576344132195
0.21710279509982347,0.5340570902999029
0.5958972760478439,0.2280561704062856
0.17223146989454338,0.5849922050195817
0.7417234532167831,0.13876631904182088
0.29386755945773085,0.45790447386302
0.7284023592199854,0.14653508612246702
0.7553630366513069,0.1308837611393361
0.7978286334020781,0.10678746459642777
