"V1","V2","V3"
0.000169155497291904,0.336230381255449,0.671956692682218
0.167903154391781,0.588071646616043,0.251974125804805
0.75508743866656,0.0839753863054288,0.167715513801617
0.251432307223371,0.420178331662367,0.335642353285399
0.251750980761542,0.335808761028302,0.419758520542613
7.7627488669126e-06,0.419785679804971,0.587684750829244
0.251707342410126,0.587302075853181,0.167768920510299
0.167339945152849,0.839216435370341,4.59276420024923e-08
0.587642950933203,0.000161441178619932,0.419884712576524
0.587437381032508,0.0841229176201545,0.335965568612284
0.67163394573677,0.0837013111205743,0.251923450223538
0.503993400011135,0.0838889103350546,0.419663303830307
0.0840889554539258,0.671924549022962,0.251935422335741
7.16359562433047e-06,1.00813128748464,8.83131345040586e-09
0.167922798045628,0.336032429836757,0.504051883703888
0.251918730570504,0.168153832598978,0.587877002020521
2.25616052297576e-06,0.0840797573920862,0.924371270655534
0.419844099305575,0.251907722012528,0.335958699798519
0.0835757350947862,0.755433683168521,0.167768920510299
0.0839968712934512,4.91878978087577e-06,0.924451494124911
0.1678601983115,0.0838888276141392,0.755264443320836
0.167599050963236,0.671454262936904,0.167725024873466
3.28404242864042e-05,0.251716185501353,0.755264443320836
2.18903042957193e-05,0.16778540522887,0.83920617371331
0.0838081908211046,0.839741010142592,0.0840212351352956
0.924194766158493,0.0839799852132455,1.10507922812028e-08
3.43042590727083e-05,0.755271672922924,0.251741546249151
0.251837900946534,0.671894495398783,0.0839567083430302
0.335507919736576,3.79740683103173e-05,0.672052716583318
0.168003132408468,1.73792228452055e-05,0.840432772576831
0.503384801513738,0.335693893891714,0.167699643368154
0.587134096724628,0.251806713088151,0.167774312516181
0.0837697287209018,0.083845274550608,0.839414921840913
0.167747346488796,0.16789862562823,0.671383952995398
0.503502178748996,0.503768148917533,1.36322312117094e-08
0.503959479591858,0.16794974035476,0.335801301170004
0.419991260105439,0.588505392459914,4.05451973199556e-08
0.167066808329277,0.419996540760864,0.419714989683464
0.167792521921027,0.251941332283498,0.587744339178557
0.0838212784579983,0.923538435455555,5.20955106103444e-07
0.587364174143836,0.336412370265501,0.0840381676132099
4.03172157674015e-05,0.671647646030113,0.335820395944253
0.671369373265108,9.03425486252648e-05,0.335871657926039
0.504011504258673,3.98469317381817e-05,0.503867033677189
0.335545699966585,0.25159877077058,0.419633868036441
0.923306919371634,9.22912004716359e-05,0.0839321631676665
0.586942772775048,0.420389941427186,8.57639824821342e-06
0.335720391467634,0.5037756339672,0.167864209433825
0.756144953155342,7.6563000239618e-05,0.252132672218778
0.671392798338529,0.252006412233577,0.0839321631676665
0.251725585563353,0.0838999290471309,0.671975533640588
0.670985163981393,0.335789762729004,7.24572212867253e-07
0.50384946525736,0.419785112686432,0.0839602940684483
0.755224285875518,0.251783208551649,2.52324518369834e-08
0.0839737289724204,0.587799479532246,0.335735150685468
1.00812388275521,5.08794588118431e-05,2.08505561201136e-10
0.419413470838846,0.419539535223684,0.167762116266431
0.335642133463437,0.419860143793733,0.251815985075287
0.755285459331814,0.167544056701452,0.0839510970098132
0.251646337624159,0.251858972231188,0.503622208832631
0.0837391991359701,0.420171945667204,0.504007240064427
0.420046716677735,0.336174799477847,0.252132672218778
0.252156332583738,0.000239126265856525,0.756057825358549
0.167875158613189,0.755201894152897,0.0839704706650616
0.167914512666933,0.503696126218804,0.335642353285399
0.0843503251084495,0.335834213003647,0.587451577186774
0.335645206957906,0.335991112165474,0.336138431280931
0.419595474990349,0.168147444589885,0.419575342752223
0.839238623649055,0.168014257416336,1.11105744719717e-07
0.335759565577453,0.671929502691995,3.64188993985176e-08
2.66825540514884e-05,0.587465748600205,0.419555092276891
0.335707481760517,0.587428641278614,0.0839114003920161
4.19253725973666e-05,0.923064574355491,0.0839410237030591
0.419610826833365,0.50423786038016,0.0839660248090215
0.83874594259201,0.0840835734412557,0.0839510970098132
0.670999695546155,0.167933372124968,0.167782054657837
0.504106502781231,0.251907001695657,0.251935422335741
0.419813054211414,0.0840893846404435,0.504104672734416
0.251913439183087,0.755750452291695,2.52132135653254e-05
0.0834084416134696,0.504017669601868,0.419289011113623
0.335924727602617,0.0840191670566737,0.588552798451258
0.335452747603264,0.167874946528052,0.503447957151294
0.251801019312039,0.503909794476567,0.251978290899741
0.420109322037632,4.94777736383353e-05,0.58833789329928
4.26186757644679e-10,1.99446551433579e-12,1.00798712505792
0.0839188839325337,0.167830141993106,0.755264443320836
0.0838618695064879,0.251683773910054,0.67205540483453
5.5803514398388e-07,0.83949546739969,0.167864209433825
4.30937143262139e-05,0.503790492679366,0.50364460698939
0.839046674742172,1.61502298172548e-05,0.167715513801617
0.586887607944123,0.167827379460157,0.251647489050823
