"V1","V2","V3","V4","V5","V6"
3.59994611948239e-23,7.87142372834247e-24,1.1647635754625e-21,6.26461273648241e-27,6.13729936075362e-17,1.00233015167749
1.31308436460971e-19,9.05047250593903e-19,7.43025328035134e-20,6.30570974954398e-17,6.57069287626841e-23,1.02994358030851
0.793304898073246,0.00978168529256337,4.04150441919188e-05,73.6475101088466,0.000167460505059088,0
9.33771763279611e-29,1.14203207431667e-30,1.52498451720502e-26,5.33151300717807e-21,2.4155138515672e-16,3.94496377487511
59.7950784380386,10.1706795382023,0.00236192214569483,2.56364473158311e-06,0.680458009463457,0.98607785142585
0.47047614242563,93.3791127319172,0.000328191074678304,0.244742013938217,0.00593258470235688,0
6.21340274130853e-17,3.27689953205413e-15,4.04901704760787e-19,2.92399016159559e-20,1.24526713779548e-18,53.5272220205914
0.0122635457135914,1.20768213447534e-05,74.2498173773969,0.00360109731898552,0.00114663649287326,7.4210847855748e-06
1.30615136147111e-32,9.25442526676567e-29,1.51126865868197e-26,5.28356086255286e-21,2.3937884859161e-16,3.90948238840576
0.000796080938608435,2.33185276413732e-05,2.42427690445788e-05,1.38635911308012e-07,88.4123068073908,0
1.49649395006273e-26,2.10093910792077e-27,7.18862327559516e-29,5.28317530335078e-21,2.39361380312118e-16,3.90919710033027
0.00192437927347016,0.000711625627908775,0.542613203015041,2.35117840530643e-05,4.48312588236019,0
3.76568993738631e-05,88.9837456480754,12.6051219733626,0.000855232327342466,0.00184364815795128,0
0.890056412836845,75.4477832893447,0.000314064003949763,0.000545603482206078,0.000112147309706279,0.00127250565329794
1.29424960927683e-05,6.91941182042483e-07,0.000671699894723339,1.18681372340343e-07,74.5459872643556,0
0.000796080938608435,2.33185276413732e-05,2.42427690445788e-05,1.38635911308012e-07,88.4123068073908,0
2.22530611484071,60.6210051838721,0.00236223162031985,2.56398063723242e-06,0.685456055702766,0.0373295882200575
0.0108822094836198,22.5162591386363,59.1004911680843,2.67313599220039e-06,0.00163641369286991,1.92451216347297e-12
0.00059191501597848,71.5957301742376,2.53888858806463,0.00161811241561854,0.0235775417920892,0
1.31383742324745e-25,1.84460489688317e-27,3.05976356549332e-28,4.59369864030144e-20,2.08123710485828e-15,33.9903038861271
1.06051717939376e-06,2.50601596296291,64.6885469565446,0.0615693620993672,0.00132802528164191,0
44.0514103822302,0.324739851862899,0.000301305902043131,0.0120897053873766,0.000100161487296165,0
1.56056838131611e-17,2.94019476233958e-19,2.70286434179688e-15,3.05065054389405e-19,8.32269495253522e-20,44.1433186948919
7.45553290186762e-06,0.901792161945544,69.1692373446042,0.00194752845996281,0.0122697590256626,0
