"V1","V2","V3","V4","V5","V6"
0.333194655738469,2.05450844708324e-05,0.667327292432939,0.00137560235312336,8.44750832880862e-06,0.666794861585535
0.333211353231521,0.66584351568473,0.668286219668758,0.000160285826254624,0.000129681354744566,1.30399237024947e-05
9.13195206716374e-05,3.12140930912049e-05,0.904476236878547,0.301268293039246,0.302045398180519,1.26758807124457e-05
0.000109346730369213,0.832932662364965,1.98983541622115e-07,0.555000112715508,0.000155605885428122,6.40909003474462e-05
0.970570089957743,0.000220281935965425,0.000125460795694019,0.241987727849312,0.000121559926516959,1.30914208235731e-09
0.380366823880947,0.00217716267939974,0.377531619058009,0.378016153195461,4.06244408514287e-05,0.754969837201155
3.40399997286618e-05,0.000774887044624656,0.970527782622119,0.000132158390881702,9.9696124031552e-05,0.242181852311846
0.970221614615836,5.32306965036897e-05,0.24339751270962,0.000141860291168088,0.00014073432659769,7.37666278195941e-07
0.000125204722364751,0.244271519464505,2.66050874104842e-05,0.970128776105265,3.92332838893079e-05,6.51363431982864e-08
0.30146560900622,0.302121745328922,0.00025670776469212,4.10691202304071e-05,0.904814380869745,3.61389752803291e-05
1.26519425251653e-06,0.000600008676396153,0.970588750532153,0.241942367321417,0.000502149097643255,8.96679577244092e-09
4.1444516063809e-05,2.05932491699215e-05,0.000596764766233227,7.5965458068125e-06,0.555748695848107,0.831889067101659
0.903098884441878,0.306105180184135,1.19180756313538e-05,0.302836981460119,0.000173277145376211,3.74113497837347e-06
2.43795443549913e-06,0.000248065820395836,0.832253756256523,0.554459104390917,6.86824055133575e-05,3.18185843511564e-07
7.48062004187062e-05,7.5936156896134e-05,1.00114734161261,0.000246895065823538,3.2527700926006e-06,3.30338619932242e-06
9.53921887851201e-05,0.665725953670215,0.667521059549912,0.000154918377063392,0.000427734642371148,0.334332962302207
0.379326954732901,0.378898462809181,0.000342994335152618,0.378140136152515,0.000228245800410867,0.755468182867358
0.000593313094646393,0.333085873983018,9.56686479781697e-05,9.79381244872912e-05,0.66627208609901,0.668198341461569
0.000563513158294544,0.905230418661234,0.300402592001463,8.42907340675337e-05,0.00014100154747798,0.301299845818469
9.38970551948433e-05,0.301383547701223,0.302132534118401,0.904953931666314,0.000216276735285843,4.47171375007673e-06
0.301421293045821,0.000328643047129179,5.87172204164754e-05,0.904857451302939,0.301860528264374,1.09038410944337e-06
0.000451544600804844,0.666960309433406,0.000129924600879612,0.666865678328637,0.333460017809721,3.8939184218273e-05
0.905480224513705,8.34284840790999e-05,0.000265685046511921,9.72547472614328e-06,0.301600213569441,0.300397027692786
0.666566236178962,0.3345911382984,0.000928248578577596,0.666213830671022,8.21428399165233e-05,3.08947519565164e-06
0.380970153070614,9.16169796153001e-06,0.375187145805477,0.75653823768168,0.378136554407127,3.49568884855969e-07
0.00047092803539055,0.904398312768121,0.000446620106771339,0.301626664713872,0.302622680162335,2.42640640069974e-09
9.77815629393641e-08,0.000109347303008066,0.000436020524993144,0.970687236846759,0.000119341178708566,0.242411793298427
0.000167979481289772,0.904959531320029,0.302544413113553,0.301442685738314,0.000156581998934591,3.36411855617447e-09
0.38055212851476,0.000750337247062354,8.0127196880869e-05,0.755033233156098,0.378442601241969,0.377832791847844
5.68947875727411e-06,7.21183800711556e-08,0.242994148544072,5.08815606474253e-05,2.17132892424134e-05,0.970633102547548
0.554475827090683,9.65074084018191e-05,8.00130584551411e-05,6.87199014032165e-05,2.40938272151236e-05,0.832834774623256
0.668186517068676,0.00189356953165221,0.333707402758585,5.47897879129983e-05,7.25567983514527e-05,0.667618475646431
0.301098168587268,0.000518072870393495,0.904966151275373,0.301531377330102,6.94993334634146e-05,8.74487609456785e-08
0.757988896015048,0.376184026077674,0.37747507158244,0.377331206586039,0.000101636087600337,4.46081016273777e-07
0.000149588577133376,0.302114415772863,0.301742564440605,1.35565202347439e-05,2.07406951611292e-05,0.904740897928408
0.666876346064476,0.667154066881759,0.000483855453553766,0.000141109126405655,0.332925376385663,8.23771440795713e-06
0.379285363393624,0.379424176345864,0.754976433339305,0.377855404102821,0.000106517209508736,5.25543548342066e-06
0.667964671792275,0.333327532117875,0.666372884778279,0.000265133537517396,1.54874824386322e-05,3.47170490049118e-07
0.00133135444522234,0.756204657628555,0.378451245661104,0.377859612790717,6.01851404824267e-05,0.377483926486616
0.000860056878186692,0.00056506594368195,0.668921970327697,0.000470918864720143,0.334994579171084,0.665280420903644
0.378515401069294,0.000169399406347585,0.379724528651508,0.377558815228041,0.755386648515434,4.09124531208246e-07
0.333590905263121,0.000163033416412388,0.666430642979691,0.667209834271793,8.50655696899501e-05,4.78385327270692e-05
2.30338769506464e-05,0.000349709902297338,0.00022600915617071,0.970416017470634,0.243140366279609,1.08903264070083e-07
0.24296536866962,0.970464002428816,0.000129688842521331,0.000224402140009422,4.08011769765345e-05,3.26228035185255e-07
0.000729202290389492,8.22236918565271e-06,0.333287846828668,1.63315989245926e-05,0.668289649728495,0.667560803700468
0.242150870420657,2.00605733982396e-06,0.970877908326818,0.000226663110486904,5.04147929777281e-05,1.1757008195591e-06
0.300647334944177,3.57534468240922e-06,0.904873974925488,0.000125900097802323,0.000102181338218312,0.301390028872533
0.377126761802357,0.757023536787347,0.377108162067121,6.12816730836811e-05,0.379558800701404,6.78888704571183e-06
1.42479850465589e-05,5.61216308668066e-05,0.334375054018612,0.666737666219214,3.88198480841618e-05,0.667155008610439
