f1,f2,f3,f4
3.093155757080486e-06,0.7278238878177896,0.4850345025060672,0.48478234704526446
0.1917394374651246,0.19177183648431356,0.9625277257366462,1.2230238403315736e-06
0.8731753896249842,0.21782878450410356,0.4360222281482154,5.515962474119806e-06
0.7276683035210738,0.48501205809695375,0.4850382908186219,7.180789810920488e-07
0.22953658062309834,0.6874458783119629,0.6890073462176336,2.950132077219906e-07
0.5158177730415355,0.25726655250796715,0.7750514804330809,0.25892308102692146
0.9623106888176516,4.7447670742348203e-07,0.19209031780483368,0.19250844127557787
3.1684225876679944e-08,0.8731257287295539,0.43616809628046266,0.21773589415970296
0.21858368510727655,1.088900613042994e-07,0.43676917021581896,0.8726132473923223
0.8727192354954163,0.4367078435388091,0.21828283368983517,7.954718546653819e-07
5.1041327652184064e-08,0.16415994176028426,3.347158323981498e-08,0.9864337355892075
0.8730430209479052,9.417052995048515e-06,0.43613755327728515,0.21812821655258988
1.083421376577654e-06,0.8000320076704093,0.59995732330893,2.9799955617534453e-07
2.8310674741262463e-06,0.4362918196762285,0.21819981799176114,0.8729480457068277
0.486378519649253,0.7269116901146851,1.7852476440363903e-07,0.48480443072129253
6.769228148210083e-06,0.9626238074373753,0.19093386951003607,0.1920928604548669
0.7742573592817854,0.25788889029698936,0.5172708129692576,0.25777910401077203
0.2286043343639329,0.228688159210375,0.9180535363259281,0.22938938870736242
4.241655470045478e-06,1.0000000004680232,4.0171039718221487e-07,3.3715234866702268e-06
3.442311322098245e-08,0.21861412961472632,0.8724152976532146,0.4371491882123484
0.43630807791675197,0.8729256546170987,1.3537523148781609e-08,0.21825688628046416
0.727091383875968,0.48606390569166175,1.469849950982427e-05,0.48485049200383906
0.25818098232387016,0.5165394535946154,0.774690612847701,0.25765098170444684
0.21780464922610862,0.8733126377230387,0.43575930550156405,1.075980915785887e-06
0.5167279917132535,0.25855146298028636,0.2583675959159984,0.7742024986841249
0.2296205974417525,0.22962529411028168,0.22856766088572128,0.9177709027746213
0.22949154124233076,0.6892129853089812,5.392542735906629e-07,0.6872547520771956
1.8517215697084468e-07,0.9283466335320382,1.0240133298563572e-05,0.3717156577512806
0.9283198070107809,7.441294145454324e-08,0.37178386861212376,3.314509870790799e-07
0.7277780058287803,1.4669021307164073e-07,0.4846607248047803,0.48522485181538927
0.7746497635787731,0.5162812959564955,0.25865405943185826,0.25781668916660394
5.654493760042668e-06,0.8724401586370284,0.2184694224027346,0.43717191398466043
0.9865926990201307,0.16320186566501235,3.304745372030439e-07,2.073783558929937e-06
0.5542871454216544,0.554658832781137,0.5549951498500192,0.27766903457120723
1.0000000004379082,2.3344228734267776e-07,4.007084954991334e-07,6.799691051215359e-07
2.0544836086304805e-07,0.9864349628543813,0.16415260511013152,6.503570221540949e-09
6.906872698003256e-08,1.0683074911008259e-07,0.16416039699704515,0.9864336609844018
0.8729397033355304,9.686787501177424e-06,0.21851720609526476,0.4361496371798601
0.2589481719169525,0.7739753293685346,0.2581924570112733,0.5169571465270658
0.2779082207452546,0.5545698342377294,0.554665552705648,0.5545858393703982
0.21842280348100263,0.43679497335427075,0.8726406085414413,2.979968472240095e-07
0.4365242229797725,0.8728304821338019,0.21820532387933408,5.597460613709999e-07
0.43664228906456165,1.0496557531878819e-07,0.2185676292372109,0.8726807643979845
0.19282917926410856,0.1928668541065974,5.062736229519078e-07,0.9620911003703392
0.19266452056500838,0.9621989947262817,0.192492807955028,2.688888232966382e-06
6.756375976210802e-07,1.9971914883552144e-06,0.5998688161854179,0.8000983711340152
0.5540520451740697,0.2763360764624984,0.5558315275391694,0.5547215799967878
7.806750290503114e-07,0.3708866383297685,1.3140278811875468e-07,0.9286781484301657
0.48554797070555344,0.7280290383923445,0.4839595989274577,8.937196232885012e-08
0.3715831290037919,4.210751005017477e-06,0.9283997169845857,2.0872985613459717e-08
1.7570161469189023e-07,0.8003908602520453,1.4363153612151525e-07,0.5994784991296176
0.25822188576709715,0.5163777774215754,0.25788393556698636,0.7747072509034401
0.4846617351921936,1.8890694790670206e-07,0.48569032363743153,0.7274683831750265
0.19225914180145828,3.711911547181149e-07,0.19182539221964184,0.9624133442210595
3.4505370463651595e-06,0.48512262723062954,0.485041301719411,0.7275925867178555
3.1865069801949076e-07,0.19226729046543342,0.19181722417171007,0.9624133426903595
0.25740961018250713,0.2573996357629056,0.7754220044232472,0.5159519704647242
0.16483129258737864,0.9863248983626649,7.400993583062856e-07,1.1372506896703858e-06
0.5547510434937027,0.5547251328722761,0.27732302277521176,0.5546379438135309
1.0414400576044495e-07,0.5994113630420931,2.972645805065308e-08,0.8005300803123399
4.6461190762618454e-06,0.2180927006332381,0.43590577006719033,0.8731676694976155
9.196751061019785e-07,0.37152803035348,0.9284217378158509,2.0616942219829134e-08
0.8002519209327826,2.6943396658556203e-05,0.5996639592215872,2.453460665737019e-06
0.7746359241102193,0.25814625706054906,0.25803880536353757,0.5164452336833852
0.00013563740135791235,0.6880817061099925,0.2286887969954229,0.6886544724299217
3.288126971269141e-06,7.781127809517332e-06,0.9283754500775305,0.37164367847585433
1.7260111070634557e-08,1.0672004485480692e-07,1.262218466330239e-07,1.0000000054046616
