f1,f2,f3,f4,f5,f6
1.2780500181437997,207.18165177534766,0.02151323550230598,4.587494080420869,1.7859409719294017,0.0003866644162007185
1.60426941824521,0.10761819501986442,156.32209759727547,19.90776380061078,1.9407238300892227e-15,0.0
5.121060032905109e-26,8.79789013855319e-28,1.0076113301573466e-26,1.1412457918219671e-33,6.546766631506586e-16,2.311083464354801
14.790980151097237,82.72309225002797,33.70748752244181,0.00025390021134283477,0.0,9.737296567618799
0.90937502345424,0.006578691497270669,206.8690033307215,11.61930753903191,9.390118467158036e-07,0.00013141266948477607
1.290395270969473e-14,3.504191921934431e-17,4.112116738767073e-16,6.394384908233483e-16,2.915189912945218e-21,211.10374270019244
207.23692868847962,0.19492753937815646,0.02151857541764997,0.0023729138702482475,1.709478304816602,0.0007336009420968216
1.1843694749104714,0.07922549271930938,0.0376747611252097,209.2995896834781,1.5201795233625465e-05,0.002333160244294873
1.2962832873698768e-31,4.8124246290463975e-36,7.036276262894243e-27,1.933306920820462e-23,1.278091413965929e-14,13.461943642043938
1.202924495824655e-12,9.83537612019975e-12,2.7675305916024085e-10,1.6111767864821077e-08,191.93001171504736,1.0834174964652376e-09
4.841605916346468e-34,1.7102660201573756e-31,1.0907738561772647e-27,1.6945963159686038e-23,1.7062146395742302e-13,179.71300853908167
5.9455137295168566e-30,3.411869721445885e-28,6.573470005043983e-34,1.5274412165201021e-24,8.92950926218198e-15,17.670944897530827
0.16901915792156566,1.7956642002187935,175.35114732309935,27.24736951644616,2.1854409928830035e-15,0.0
174.28271061066064,0.4507264262854364,19.313296645283152,0.00014712766716416415,4.862386449808784,1.2386016820557474e-07
0.311596667347117,178.61904440775064,22.573189640635636,10.966531239129745,0.019795226212188648,3.48041780707441e-08
50.51257972216823,196.5129499828731,0.40710001135489693,0.00014515105580709524,6.79619263476866e-06,3.842906997464776e-13
24.92612001309164,138.04946687063975,149.65880013627276,1.0105811887708376,0.0,3.862418238968083e-05
87.63176363443935,5.0789580027769405,98.27961719420895,7.579160960431251e-07,8.59074330773101e-11,1.9682413306121535e-06
190.44036576145615,14.13585051726646,6.054617297015663,0.06864595743502541,0.0,0.0006714979238219625
43.294093929783365,117.52731989222914,4.333131814829683,7.295561665169788e-07,1.9448133453973195e-11,0.005865572891663383
68.23212144297742,134.65229953630308,34.88631011654865,0.013791682362696478,0.0,4.643003860659047
5.610785949757685e-09,2.3597698579577814e-09,7.677678207759953e-10,4.31996225759257e-14,72.43230969515399,5.770972282105943e-07
2.25866216879486e-11,4.5474563858170537e-11,1.2173551783800157e-12,4.3079090321786705e-08,153.89019967349836,0.023993769785715168
2.640096844731244e-17,1.1968651632094505e-19,1.2201826122484076e-14,1.1945630289238094e-15,1.939350406629653e-18,200.2240864187654
2.1143374675067505e-19,3.7901751569812885e-17,6.966558648579801e-15,6.05993870938943e-18,7.490975548259616e-19,113.77426429427845
2.1404525397097287,164.55416440571216,12.871604993030928,0.9418338730872868,1.6584757735562083e-11,0.0
0.002626116269153319,0.016419442819449532,0.8031047205351836,0.05800219863253529,0.0,128.75229057741092
15.882163830865997,65.53710597042361,90.07212804170042,1.3134502257916158e-06,2.302904030399806e-08,1.822659357893974e-11
6.491495843695196e-09,8.274040672771843e-10,1.0939092373367422e-09,4.671864353835183e-14,78.33261161853778,0.020569860542682613
79.24332159478601,0.3243980075031888,64.27781904688932,3.926684282072179e-06,2.7664314895667316e-06,1.4122562734598695e-05
1.619422525657722e-08,3.335029209525355e-08,3.0232533928122303e-09,2.111777888516658e-09,141.5951204041538,8.007893034204306e-13
0.0002995026805728893,0.002454807362055309,0.12701928365145218,172.6973213199175,5.448326109574958e-06,3.292178552398501e-08
2.437680424138008e-15,1.5723658799897488e-16,6.052528651301819e-17,7.342133294825961e-17,2.430581828728333e-21,39.923327805720675
2.641541753946163e-09,9.167315346265956e-10,3.09475438321186e-09,6.553434026509245e-11,48.89247864496055,0.03077166886311928
58.61824407992887,129.19745469063852,0.1523279736241841,2.0380503247771196,0.0,2.881789180095049
103.88644135784756,24.36452837687558,130.31256905604286,1.7152062846766692e-07,4.6211215674426515e-06,2.9171517700593463e-13
8.67963548985718e-15,1.3202301514730636e-15,1.2518160285067696e-14,2.131150821128866e-17,7.3397419519781015e-19,30.257946716595562
1.4708362720349278e-11,1.0704452237339799e-10,3.836727227178872e-12,1.8653947190067416e-09,39.61659228830964,6.880334016138653e-12
5.0824002064982645e-09,1.2746286189272094e-09,4.78802820559463e-12,8.243320500181321e-11,61.423781765132375,0.03809533606827971
0.012958024100074267,1.2247131096478738,106.18385820376217,16.49376137090809,0.0010327746384883423,0.0
4.727587586178719,0.04600275917161595,0.15217447177661417,59.16765165426295,0.0,0.10419472555131129
3.627911135890342e-06,7.89367522526308e-06,7.757610118324312e-11,0.0003184574656925911,0.0,145.96963224591406
7.922109847836022e-15,1.2604604362178864e-15,9.312935980946953e-17,8.916531003731251e-16,3.0738737646726735e-25,131.82082664109603
1.2526257127864833,2.6846905110341365e-05,18.392385723493465,184.66118820422767,0.00034450953080160477,2.459691042967243e-06
1.0254067895157888e-14,3.9338039038566914e-18,2.005030066673852e-15,8.463737089129464e-17,2.0253079560750777e-21,170.63858044580383
0.06268498158173086,0.00028160109542276786,28.766257795672622,205.24344057553716,0.00033502096970275836,1.0322234973029483e-09
7.612486701152847,0.09398689158199364,6.182674379178798,47.182835320516624,1.6277532983284217,2.2826117073309517e-14
4.012204082044881e-08,1.0376281164617779e-10,4.0980484743102495e-09,3.572708260590297e-14,148.2296712981885,3.4466966147773143e-06
28.128915869934612,109.19386759103126,0.10905968191526029,1.1128004477997753,2.245844774905932e-08,1.835083997049641e-11
155.98789295562474,10.395043418557103,1.9913563851558582,19.909825290465232,7.605236249630493e-09,0.0
40.657954249241776,90.02713250320392,1.6939147249997182,8.710658374293899e-05,2.4628058728102825e-09,0.0
4.748111194229145e-08,1.2279469275421467e-10,4.849700921855676e-09,4.228004293634525e-14,175.41753789581097,1.2386016820557474e-07
4.088723760704792e-11,5.618714197691335e-10,1.5008833231797673e-12,1.570718527116035e-08,187.20311680800188,1.1890025752125642e-12
0.7004030030730004,0.043716183618321164,13.76545610648991,168.8231072287202,1.5906652968738896e-07,0.0
0.0025725413824218544,0.02624110122897381,2.3507316515225543,57.17626111008015,0.00011707525551133529,0.0
12.988024260221868,0.7528938787937522,202.6104125938666,1.361910497965423e-06,0.00011702932782735725,7.569023120214566e-07
4.481553645631195e-10,3.1837489082635583e-09,3.58117657005244e-10,4.7528181848265394e-12,30.066075068232855,4.6985018472182916e-08
5.7020200199754634e-12,1.3501201216022914e-12,3.7371734630192863e-08,4.441150909115492e-11,121.651245312966,0.4086943408025919
0.9173730614292684,148.71316729619454,0.5504359155101405,3.292885436925673,1.2819414945459027,0.00027754621646681294
3.01193724420618,151.05597372510886,29.933415830315386,6.786265384527183,10.175835354260693,0.0
8.741688928629092,0.03643904143711497,7.099305257246791,69.63224123090237,7.82704150021011e-10,3.339123565419529e-14
3.4790793649202527e-08,1.722585789868375e-10,2.837086907422009e-09,2.0015255947716077e-09,132.8802322224894,7.515023702516712e-13
9.527262591103055e-09,3.6496941815595156e-10,1.8962444411734037e-09,3.2744613970074154e-12,115.7833590471973,2.0108447944178723e-11
0.0006750009138440298,0.06412861975786412,32.45114083065121,102.06606441758166,8.83141203516735,0.0
1.3853883396363585e-08,3.1117007646291486e-12,6.853855060626212e-11,3.473739943185224e-12,165.01081856326834,1.6640481974247743e-10
108.66252399839603,3.632589710158685,0.17037285247470485,22.932313343892847,1.925219720487585e-08,0.0007294374195814544
4.829642703669e-19,7.870880424335617e-17,5.039423592453974e-16,1.1520858894690361e-14,7.511789362601102e-19,188.3342026516808
3.717893866096563e-18,2.881496044668197e-20,3.116207654792951e-15,3.118356744928031e-17,2.4793427090481483e-17,50.895728000967054
4.3974975481100696e-10,9.919253496313033e-11,4.1193094693930353e-13,7.511538203838727e-09,88.20186444252313,0.001987798719823799
0.6714426465061302,206.86804999790186,0.8917204436680569,6.534484157821791,0.00900300554517168,4.298544421952663e-07
8.554799943311066,0.028837792663332147,164.34966010440164,0.7943740200157134,0.01154411725326309,0.6105524358779907
200.92432913521097,11.647244759924504,26.72060190031676,1.3619104979656492e-06,1.792061785944125e-07,7.569023120214566e-07
132.4318887677824,24.310295921134337,0.45311446635118824,0.11716855131318044,4.101180845605154e-07,0.3538199551572434
1.4192579880288354e-08,9.699794249291582e-10,4.761181393062034e-10,3.857567813104892e-11,169.5327139725048,2.7591830464804516e-12
24.11369753477331,0.0009952634974990425,184.374770274529,0.5624577916251184,0.0003430703690325579,2.586508737726445e-06
0.002749215184948422,0.0280635305310115,0.6055376699599903,44.659903470144634,2.544394034344481e-08,4.6373391558292316e-11
51.82107383950997,0.27742620641243576,193.8597750079102,7.504501912322429e-07,8.82467102812144e-06,2.4892828766043514e-11
53.90871389906224,0.2886024715718552,193.28962801218853,7.504501912082967e-07,5.096857114865345e-05,0.0016022645750497898
2.7800224421718525e-15,1.0352652972232613e-16,5.024267705641315e-16,9.915549572195917e-18,6.721435450190728e-24,46.167964494689585
6.309578745340752e-16,1.2637266850924485e-14,3.1351064853203494e-16,2.8878624911306873e-16,1.258759437773061e-20,206.75652664222838
0.0558368970762694,0.2218937581202764,0.0012276826418745807,189.85426293175598,1.4932779194505134e-07,8.141957991607874e-12
4.1892529356712495e-05,1.6308934024465456e-07,3.424845520912328e-05,1.815393353607806e-07,35.6386619826099,2.201994195837294e-13
168.69977805164055,0.9639985498099505,0.8488988252632658,0.00043700697662322634,6.664296402431926e-06,3.5037428471897015e-07
9.968345205288792e-15,3.160316085398377e-17,5.74428546481488e-16,9.083502639975746e-20,6.728575377293131e-19,163.06631970274864
1.1627887959786445,188.49692891254085,0.2681762557396807,4.173774118544001,0.012184073471515146,0.0006703098885893691
71.8740229028014,25.00498444407332,0.005988435829813464,13.653192841485067,1.4885676926314624,0.004206568290595171
1.0709934255094482,0.07184477745486226,156.43498825184042,19.037982583567384,7.331923472974931e-07,7.193686925534559e-06
0.7303106987546485,75.86160154200319,17.034959758918195,0.865379036312401,0.0,18.66082880126593
53.88876878949155,191.4240982694149,0.3923734437322396,0.00014226351512028966,6.660993599259448e-06,3.766458705379759e-13
37.88121504740942,2.417035717479997,40.49554613640444,1.7543528763623227e-05,0.0,1.0451028453239338e-05
0.24750529054236597,0.01544823006238349,6.701246412185007,131.23031113879273,0.0001432424860046872,0.0
0.0017353902474775808,0.0006073715754886594,0.8556822693164597,76.50715379035368,11.24690150972935,1.336027326793335
0.03152554672260345,0.00013076484734240087,0.9553359032508264,197.4168944292882,0.5386935069328832,5.991638762869998e-07
1.0049282339235464,0.06880122950785372,0.032150858963818786,140.69802889632015,0.08152630249668874,0.0015436675838667155
4.055968688295694,160.139206585752,29.50821270563851,0.3155874225829843,0.0,0.022337386016282205
1.0046208489377062e-08,3.911030295023773e-11,2.005746854642445e-09,7.742779426135542e-10,132.9906572840317,8.217049663160261e-13
109.61154741254084,19.627832899393386,0.008762777804299758,17.542094455121443,2.0293507268093176,0.006133236728033814
161.17718278856407,6.346562656772017,16.294695312983563,0.017678029040975766,1.996512367407108e-15,3.7966796451339788e-06
6.805359082702814,0.010191755870641675,119.6146751712429,7.878744944584101,0.2820041547621691,2.0864443959400722e-12
1.0502510766513098,13.151855327038904,111.66424760343973,0.0006237450792600992,2.683514732741324e-11,0.0
9.698560070552137,59.91908186522288,10.434408330427317,3.2020042235454763e-07,3.0831523676025223,1.5814480772719058e-10
139.63143323673077,21.914985423042022,0.47564836616397627,0.18685184138957442,3.7054554755450694e-06,0.0
123.19802298681785,28.428199660344326,10.204708587981917,0.0012830722219927297,6.117965599910846e-06,1.7410175621814184e-05
24.11369753477494,0.0009952634974991098,184.37477027454145,0.5624577916251565,0.0003361906063682974,2.5949189617609888e-06
62.45536289816385,21.759812465320206,80.76955701419766,1.063108898894647e-07,1.3902083110154957,0.00024023189908881537
0.10919991992776348,8.105792567427537,168.23100547717684,4.1289587909701686e-05,0.03991714799234569,6.415613446195757e-06
17.61001716177995,1.9198550411352138,87.05993931990555,0.01453760183516289,0.0,0.0001232997818309113
0.05542246575806594,1.0360350578162425,5.0990335304718375,0.011066095173753784,0.0,88.69134731114298
147.58526135193594,34.05560556021146,12.224746367389395,0.001537058344162454,0.01652606969943616,9.212663617351601e-13
130.4531942411808,7.456730560796266,6.481041544982207,0.29642376055317843,0.00013788655086520294,2.273422082377693e-12
6.092201582483397,0.23869818093857273,4.92300042623139,98.5469907087619,0.0,1.4197357467179857e-07
9.32374138054005e-15,3.4570154639953297e-16,1.2931323975693979e-17,1.4197294174164523e-15,2.9760872713171006e-25,154.12698462576662
0.00995183298868643,0.00032848363176578006,0.0003262177448336231,94.37684063910663,0.0,2.416111733971014
8.612076207643223e-18,8.657260498523528e-17,4.056003933788551e-15,7.447471506707309e-17,2.107723587731288e-19,66.26597018182034
0.7510361547584334,84.58540707264797,33.72053697298494,0.020551158547557288,1.000783347268251e-09,0.7500425152669975
0.0001555628439335286,0.005233513954427288,0.11509107234070613,35.95326234247007,4.427594059643492e-16,0.00013352314310847348
3.608553942155082e-10,2.326429153832495e-08,1.5815823164336495e-09,2.2426442413118123e-10,89.0415861219217,1.2597626962978507e-06
