f1,f2,f3
0.0006926429514977905,3.182899571913065e-07,5.999309073572334
0.8595199709369654,0.8592955432761844,2.61401464103841
0.9115758975309911,2.1907268087997675e-12,4.4147447908142565
8.761896502043921e-12,0.8601893910608995,4.307107887642283
0.11778179925938953,0.8920266766851039,4.125847083385138
0.12361781264672467,0.318440817186213,5.399900390146663
0.609162100341203,0.8078264807642075,4.112699172940517
0.326818985945946,0.043104753314638034,5.593840232227722
0.0016740080137829516,0.6170146525541572,5.659613670520236
0.3068873339439248,0.06931239389386329,5.510009871682633
0.7951089881879506,0.8785470380283382,2.7826324316950277
0.01588757087051429,0.12906252380637312,5.731924835019611
0.8982929226150381,0.7959824735813512,2.876154830606482
0.7090697984746596,0.27812346547380384,4.599051801265159
0.13180249524893384,0.2978391033866934,5.347829677510925
0.04138380112383411,0.05801817647928098,5.855562249908113
0.291113935484108,0.7242404011980662,4.498971146034335
0.8676590188789007,0.7602516582881718,2.9632925520781894
0.6851395089889136,0.8458578207699042,3.511329866981642
0.24966069443596328,0.259539442760653,5.1474061066307275
0.7337823406667392,0.8389104714663387,3.155861022649643
0.8218339390138644,0.6978195794904151,3.46146919537953
0.2939798106100924,0.6506857628934533,5.047501144789136
0.2789486342092452,0.6688832871186807,4.902452950217751
0.6788526637290504,0.8184128009317633,3.616486665416779
0.08344109981407911,0.05187860194279917,5.781256567298488
0.8794929475068348,0.7184426849853323,3.268349392280905
0.15769321836784517,0.7748583154836374,4.250342147859741
0.014310522093642752,0.17937360277889797,5.62698828004784
0.13579461291876765,0.2348056853352395,5.3114049691027665
0.6465623254106446,0.7520607045683915,4.182436375865832
0.6552649300145135,0.8895317928103748,3.7578767584327184
0.19287722560440035,0.054782807216273766,5.538282285534604
0.11275784276777168,0.11303147989421924,5.5768873788377675
0.155365067853393,0.02277036511727576,5.662580636730452
0.7807016223102738,0.11303147989421924,4.320875724761643
0.27980565021825776,0.6747908693660933,4.858886844283502
0.6574711071103954,0.23233108463040109,4.977876134781416
0.6414482636178989,0.286771450672976,5.100987666991498
0.6322071251475657,0.08895589307210695,5.414766939288749
0.8056554429036114,0.7785950215810723,2.985363759383671
0.23904309326185114,0.18946994358697627,5.200880898861143
0.18227597370350623,0.6707598386327422,4.940820318891703
0.6716481917813244,0.8184128009317633,3.6698266258557597
0.8982929226150381,0.21900906406870416,4.007402460670276
0.8595199709369654,0.6586771733472015,3.6978837386550585
0.8339176218439002,0.8516653097607711,2.642377650213155
0.069355482425703,0.26627767951423353,5.4649106547534965
0.8816437918000671,0.13675248386705374,4.0585092481688925
0.8794929475068348,0.7393887077182342,3.1162319126055924
0.12703456130779253,0.16019801714032078,5.4346928631599365
0.2668835723569107,0.8335492109719933,3.9096175240090654
0.8317512445179932,0.8078311646521562,2.7444303539308033
0.17007449343450853,0.6871467117337933,4.841078332667865
0.23074673521741784,0.09564227151867426,5.408742177893204
0.16582245428984815,0.8439124230423186,3.984760495681661
0.2658075357106212,0.8455996512483163,3.890816334529478
0.6829464350826494,0.8458578207699042,3.5528948677204584
0.10701896646378761,0.6540128441935121,5.229708239997451
0.8654533745264574,0.7440602875286304,3.06914001078568
0.6365149445321749,0.8592955432761844,3.8489507035871027
0.10240517377225285,0.6395173983970548,5.335829159010102
0.13447146660203152,0.024702843518779036,5.7068078430194955
0.7494811289323706,0.7886446601664387,3.217309405558596
0.005508326066970548,0.6211185274888948,5.631664632411757
0.09523111407004481,0.034990570630285045,5.784788242206555
0.7400965553623886,0.08389088203342188,4.731588700990505
0.8654663530778295,0.748843527976782,3.0365204362726512
0.20512047240989578,0.270028795091219,5.1822759305316
0.2169874697832198,0.1481492998308948,5.295933340565466
0.7359735713884876,0.7843626345749592,3.330138099537657
0.7598027257618378,0.20772772675541779,4.2556239672496075
0.052467751801502704,0.8078264807642075,4.3302734198402195
0.8499917729845783,0.701772087454164,3.380749864191265
0.8223403170557778,0.8688033839229361,2.670609960570688
0.7036274721781945,0.8458578207699042,3.370639157701831
0.06027450996277707,0.0012030113248075146,5.906094456358749
0.7400965553623886,0.091361801802887,4.635204265960707
0.06027450996277707,0.055443158390462155,5.824197401931126
0.008117554255747284,0.8641064162049171,4.300183853293917
0.6643703744737174,0.13675248386705374,5.0819329984347865
0.795405293134402,0.24572845201568405,4.0331972195127035
0.7581709008982003,0.2573185140718073,4.3818054369526465
0.6465623254106446,0.2015940458031918,5.084146899464592
0.7515083918800751,0.7886446601664387,3.203773094120211
0.8469423879908937,0.043104753314638034,4.253775177350101
0.6433050366879409,0.8601893910608995,3.8043074944272135
0.03137695653171161,0.012357263043165138,5.945740134275278
0.21505441712791779,0.15429092109198678,5.285182397532456
0.7753937876923673,0.8313288178463636,2.8995499181033155
0.7090697984746596,0.6410238176125796,4.527873755330124
0.03287798042494372,0.014189869430936974,5.941071770169737
