"f1","f2","f3","f4","f5","f6"
0.00126235242191845,0.000352521686393218,0.00141034113314655,0.0348929150680947,1.04143487717856,0
1.94701905171404e-17,1.65340574185218e-17,1.40173881705968e-16,2.32698794476376,38.2475276643295,0
1.94701905171404e-17,1.65340574185218e-17,1.40173881705968e-16,2.32698794476376,38.2475276643295,0
2.78389521547219e-33,6.06056958417089e-34,2.49187314834751e-33,6.18170432680414e-17,1.00958227229658,0
2.2605658114513e-33,1.51567248056384e-33,2.62961299129653e-33,6.18072823448509e-17,1.00942285905885,0
2.2605658114513e-33,1.51567248056384e-33,2.62961299129653e-33,6.18072823448509e-17,1.00942285905885,0
8.13111598863428e-18,7.14476008135975e-18,6.37559211352933e-17,1.05614724234993,0.143245599297295,0
4.2841448747715e-20,3.65392875353042e-20,2.5710266124109e-19,0.00429846358939555,1.06007428330808,0
2.78389521547219e-33,6.06056958417089e-34,2.49187314834751e-33,6.18170432680414e-17,1.00958227229658,0
2.78389521547219e-33,6.06056958417089e-34,2.49187314834751e-33,6.18170432680414e-17,1.00958227229658,0
2.56622628108909e-33,8.84721127655855e-34,2.63525233655748e-33,6.17868200771633e-17,1.0090886738307,0.00255413376407114
8.13111598863428e-18,7.14476008135975e-18,6.37559211352933e-17,1.05614724234993,0.143245599297295,0
3.06822846188807e-33,1.03541465788265e-33,2.01160126177665e-33,6.22595360555104e-17,1.01680896659043,0
2.64942360832149e-33,7.19534072833612e-34,2.60308047156659e-33,6.17876812973689e-17,1.00910273908853,0
6.33484917166291e-34,3.46616871531067e-34,7.04695920498627e-34,4.12744809071027e-33,6.93934769739012e-17,1.13331891113095
3.06822846188807e-33,1.03541465788265e-33,2.01160126177665e-33,6.22595360555104e-17,1.01680896659043,0
2.66577874289662e-33,1.0420182268686e-33,2.492200930854e-33,6.19817227085347e-17,1.01227178047983,0
6.33484917166291e-34,3.46616871531067e-34,7.04695920498627e-34,4.12744809071027e-33,6.93934769739012e-17,1.13331891113095
2.36318918357878e-33,1.01890204676261e-33,2.78860224584449e-33,6.19728641555912e-17,1.01212710455331,0
3.34239456037785e-33,6.83218906414467e-34,1.70659403573852e-33,6.22985170715316e-17,1.0174455959187,0.000228588867206178
3.34239456037785e-33,6.83218906414467e-34,1.70659403573852e-33,6.22985170715316e-17,1.0174455959187,0.000228588867206178
7.93961380774955e-18,6.80883500966156e-18,6.44357073689627e-17,1.06612346514623,0,0
1.94701905171404e-17,1.65340574185218e-17,1.40173881705968e-16,2.32698794476376,38.2475276643295,0
2.71263045172351e-33,9.26977084814178e-34,2.47214787046347e-33,6.18221262631447e-17,1.00966528664789,0
2.71263045172351e-33,9.26977084814178e-34,2.47214787046347e-33,6.18221262631447e-17,1.00966528664789,0
2.28517849009004e-33,1.47954330083708e-33,2.62889202510138e-33,6.18070170512957e-17,1.00941852634321,3.64847105245084e-06
8.13111598863428e-18,7.14476008135975e-18,6.37559211352933e-17,1.05614724234993,0.143245599297295,0
2.10845277692197e-18,7.33429969011994e-19,1.41191989263051e-18,6.22454973006343e-17,1.01749458014064,0
2.71263045172351e-33,9.26977084814178e-34,2.47214787046347e-33,6.18221262631447e-17,1.00966528664789,0
2.70919101621021e-33,5.77886074021157e-34,2.57983021824891e-33,6.18221837636894e-17,1.00966622573406,0.00163400028122682
3.06822846188807e-33,1.03541465788265e-33,2.01160126177665e-33,6.22595360555104e-17,1.01680896659043,0
2.66577874289662e-33,1.0420182268686e-33,2.492200930854e-33,6.19817227085347e-17,1.01227178047983,0
2.64942360832149e-33,7.19534072833612e-34,2.60308047156659e-33,6.17876812973689e-17,1.00910273908853,0
2.36318918357878e-33,1.01890204676261e-33,2.78860224584449e-33,6.19728641555912e-17,1.01212710455331,0
2.66577874289662e-33,1.0420182268686e-33,2.492200930854e-33,6.19817227085347e-17,1.01227178047983,0
3.34239456037785e-33,6.83218906414467e-34,1.70659403573852e-33,6.22985170715316e-17,1.0174455959187,0.000228588867206178
3.23039291755677e-33,1.22188463940132e-33,1.62023336805292e-33,6.23043908507673e-17,1.01754152518147,0
3.053525875526e-33,1.03636433404376e-33,2.03654337440648e-33,6.22872292190034e-17,1.01726124520889,0
2.71263045172351e-33,9.26977084814178e-34,2.47214787046347e-33,6.18221262631447e-17,1.00966528664789,0
1.10780748994129e-35,7.77771780651921e-36,2.52828052681781e-35,5.16523892095169e-33,8.43588393426409e-17,1.37772989792729
3.23039291755677e-33,1.22188463940132e-33,1.62023336805292e-33,6.23043908507673e-17,1.01754152518147,0
3.053525875526e-33,1.03636433404376e-33,2.03654337440648e-33,6.22872292190034e-17,1.01726124520889,0
1.10780748994129e-35,7.77771780651921e-36,2.52828052681781e-35,5.16523892095169e-33,8.43588393426409e-17,1.37772989792729
2.02868618762211e-33,8.82670542903055e-34,3.0832641069639e-33,6.19773088920131e-17,1.01219969500506,0
3.05009020808222e-33,1.02773582285157e-33,2.04239638983976e-33,6.22553057078363e-17,1.01673987748827,0.0369956542917249
4.68835852366186e-33,1.5901424859202e-33,3.12300660118929e-33,9.55966253508121e-17,1.56126293240967,2.22601600575681e-07
3.23039291755677e-33,1.22188463940132e-33,1.62023336805292e-33,6.23043908507673e-17,1.01754152518147,0
3.053525875526e-33,1.03636433404376e-33,2.03654337440648e-33,6.22872292190034e-17,1.01726124520889,0
1.10780748994129e-35,7.77771780651921e-36,2.52828052681781e-35,5.16523892095169e-33,8.43588393426409e-17,1.37772989792729
2.72238994346568e-33,7.86781025578303e-34,2.50867383422111e-33,6.18107140190466e-17,1.00947890440248,0
1.10780748994129e-35,7.77771780651921e-36,2.52828052681781e-35,5.16523892095169e-33,8.43588393426409e-17,1.37772989792729
4.68835852366186e-33,1.5901424859202e-33,3.12300660118929e-33,9.55966253508121e-17,1.56126293240967,2.22601600575681e-07
3.18396725996296e-33,5.71601463209053e-34,2.01984476479519e-33,6.22841639331695e-17,1.01721118363891,0
3.04080344521894e-33,1.03259872099424e-33,2.02819092989521e-33,6.20313209435445e-17,1.01308180787933,0.093090579486844
6.20821426275294e-33,2.10705989099197e-33,4.14055703145929e-33,1.26638004736718e-16,2.0682238719641,2.48766867941151e-08
3.18396725996296e-33,5.71601463209053e-34,2.01984476479519e-33,6.22841639331695e-17,1.01721118363891,0
2.69933480830711e-19,1.00254145675802e-19,3.21610161849434e-19,6.55626238878867e-17,1.07077747577379,0
2.73376278582261e-33,9.26050247114046e-34,2.44850596279705e-33,6.18157490017749e-17,1.0095611346263,0
2.78389521547219e-33,6.06056958417089e-34,2.49187314834751e-33,6.18170432680414e-17,1.00958227229658,0
2.2605658114513e-33,1.51567248056384e-33,2.62961299129653e-33,6.18072823448509e-17,1.00942285905885,0
2.2605658114513e-33,1.51567248056384e-33,2.62961299129653e-33,6.18072823448509e-17,1.00942285905885,0
1.32583288548677e-16,5.00320886540171e-18,1.46998566810315e-16,8.20692416605123e-33,3.2340195968207,0
4.30400659534859e-17,8.10187198377333e-19,4.76941560504939e-17,2.66276284431605e-33,1.04928802142783,0
2.56643427817403e-33,8.86359914004858e-34,2.63457583127751e-33,6.1787694101827e-17,1.00910294820811,0
1.17678844536535e-35,8.3299744515847e-36,2.7259043945807e-35,5.53467718620855e-33,9.03925261296598e-17,1.47627073544926
3.06822846188807e-33,1.03541465788265e-33,2.01160126177665e-33,6.22595360555104e-17,1.01680896659043,0
2.99746086051438e-33,1.17294182275964e-33,2.04670876178851e-33,6.22957944723435e-17,1.01740113103119,0
6.15972603252361e-36,4.84361801548338e-36,2.09491810081363e-35,5.7768673587957e-33,9.43472266024312e-17,1.5408580285076
2.36318918357878e-33,1.01890204676261e-33,2.78860224584449e-33,6.19728641555912e-17,1.01212710455331,0
1.10997840211366e-35,8.85846491053391e-36,2.76267629043065e-35,5.53119869369364e-33,9.03357376933782e-17,1.47534327927358
3.34239456037785e-33,6.83218906414467e-34,1.70659403573852e-33,6.22985170715316e-17,1.0174455959187,0.000228588867206178
2.73376278582261e-33,9.26050247114046e-34,2.44850596279705e-33,6.18157490017749e-17,1.0095611346263,0
2.73376278582261e-33,9.26050247114046e-34,2.44850596279705e-33,6.18157490017749e-17,1.0095611346263,0
2.71263045172351e-33,9.26977084814178e-34,2.47214787046347e-33,6.18221262631447e-17,1.00966528664789,0
6.15092947795331e-36,4.8550677100682e-36,2.08257153418816e-35,5.76777294426055e-33,9.41986924532896e-17,1.53843220165021
1.43189571464502e-19,5.61091148585993e-20,1.67189697261757e-19,6.3686746672787e-17,1.04012447119868,0
3.26523037392037e-17,2.39185347446147e-17,3.27601016456011e-17,3.28090403024059e-17,1.00515784457721,0
2.57257985010217e-33,9.08192046978651e-34,2.62360907484934e-33,6.18159539099179e-17,1.00956448114075,0.00114763843491836
3.06822846188807e-33,1.03541465788265e-33,2.01160126177665e-33,6.22595360555104e-17,1.01680896659043,0
1.10997840211366e-35,8.85846491053391e-36,2.76267629043065e-35,5.53119869369364e-33,9.03357376933782e-17,1.47534327927358
2.36318918357878e-33,1.01890204676261e-33,2.78860224584449e-33,6.19728641555912e-17,1.01212710455331,0
3.05322370044541e-33,1.03725108559e-33,2.0365449765975e-33,6.22872292190034e-17,1.01726124520889,0
3.05322370044541e-33,1.03725108559e-33,2.0365449765975e-33,6.22872292190034e-17,1.01726124520889,0
6.15092947795331e-36,4.8550677100682e-36,2.08257153418816e-35,5.76777294426055e-33,9.41986924532896e-17,1.53843220165021
2.72238994346568e-33,7.86781025578303e-34,2.50867383422111e-33,6.18107140190466e-17,1.00947890440248,0
3.05322370044541e-33,1.03725108559e-33,2.0365449765975e-33,6.22872292190034e-17,1.01726124520889,0
2.02868618762211e-33,8.82670542903055e-34,3.0832641069639e-33,6.19773088920131e-17,1.01219969500506,0
2.72238994346568e-33,7.86781025578303e-34,2.50867383422111e-33,6.18107140190466e-17,1.00947890440248,0
3.05322370044541e-33,1.03725108559e-33,2.0365449765975e-33,6.22872292190034e-17,1.01726124520889,0
2.72238994346568e-33,7.86781025578303e-34,2.50867383422111e-33,6.18107140190466e-17,1.00947890440248,0
3.18396725996296e-33,5.71601463209053e-34,2.01984476479519e-33,6.22841639331695e-17,1.01721118363891,0
4.31262057029308e-17,2.26716229694744e-18,4.7753115563706e-17,2.66841205658308e-33,1.05151414936669,0
4.13889079507154e-17,5.55790903121866e-19,4.91374154495829e-17,2.66276284431605e-33,1.04928802142783,0
2.69710751889663e-17,2.56269662411163e-17,4.17816125188445e-17,2.64611289939467e-17,1.01073455678775,0
1.17678844536535e-35,8.3299744515847e-36,2.7259043945807e-35,5.53467718620855e-33,9.03925261296598e-17,1.47627073544926
1.32583288548677e-16,5.00320886540171e-18,1.46998566810315e-16,8.20692416605123e-33,3.2340195968207,0
4.30400659534859e-17,8.10187198377333e-19,4.76941560504939e-17,2.66276284431605e-33,1.04928802142783,0
1.17678844536535e-35,8.3299744515847e-36,2.7259043945807e-35,5.53467718620855e-33,9.03925261296598e-17,1.47627073544926
5.96079617615246e-17,5.92352702878308e-22,1.91195564285167e-17,2.59442078502982e-33,1.02235715737366,0
3.08991952795309e-35,2.18721803070495e-35,7.94860093269063e-35,5.53418158318192e-33,9.03944654854805e-17,1.4763024085794
