0,1,2,3,4,5
1.183249866258941e-40,8.791219562361956e-42,8.045931474576705e-34,4.306050867540168e-27,8.062580331568044e-15,3.9145698585324786
1.8578761037393848e-30,9.045439598258726e-29,8.139313764199408e-32,2.536622751431981e-31,1.2438558680872143e-13,60.39208900044516
4.633745152884592e-30,3.1837059958498813e-32,3.383945384432542e-29,1.1597153843378047e-28,1.6621142229361435e-13,80.69950277665706
4.825016404086749e-30,1.867278376546417e-32,6.414986820086344e-29,4.679501021892499e-30,8.867754133909734e-14,43.05500425163344
7.24016384104521e-30,1.1991071867420952e-31,2.2513396694722761e-26,1.7706795481146572e-37,2.5781230116348573e-13,2.320886723868875
1.1702842475627492e-29,5.824706073343499e-31,8.316854540932608e-29,2.3070713989338594e-31,1.6621142229361435e-13,80.69950277665706
1.0116353989256876e-27,4.870899356959288e-27,9.072636283967966e-36,1.370462741456743e-15,0.001407119803016361,2.0896700628873424
1.5046512694292012e-18,3.595950227298857e-16,4.032801880645072e-18,1.7501886460135849e-15,7.126517314808501e-19,29.17989835425314
1.688068232215197e-18,4.564575988152102e-16,9.692978183796475e-18,9.286414990057174e-15,32.821702529326174,0.0006642256549090263
1.992058122424523e-18,2.1938165804205513e-17,1.1455318569801898e-18,8.859084791743275e-22,1.085460305536728e-15,17.730571965031515
4.794832097350659e-18,4.334905402998137e-17,3.313323212672408e-16,5.880320874822378e-15,1.9919020273235046e-24,11.655567780891918
6.552813177498855e-18,3.1804078462789635e-17,3.477694412723926e-20,3.3017628568701692e-19,4.349542957319848e-15,71.03540684422225
1.1103725949622973e-17,2.653667774298163e-15,3.1268165929346776e-17,1.9186993842926788e-16,1.0612686129200143e-18,43.4541991320446
1.2865054694210686e-17,2.5024565227560314e-15,3.0111639601336812e-18,8.15607217262592e-15,2.737882966312232e-18,139.32756784529613
1.2865054789827175e-17,2.502456541354951e-15,2.9956668641738732e-18,8.15607217262592e-15,2.737882966312232e-18,139.32756784529613
2.0947648944472072e-17,9.251010879499042e-20,1.485290579465646e-16,2.191466641550912e-21,2.2222026601062533e-15,36.373906074554675
