"f1","f2","f3"
2.69835701101702e-15,0.50706104692311,5.1228527275797e-15
2.69835701101702e-15,0.50706104692311,5.1228527275797e-15
2.69835701101702e-15,0.50706104692311,5.1228527275797e-15
2.69835701101702e-15,0.50706104692311,5.1228527275797e-15
2.69834004282545e-15,0.50705785834986,5.12282051333002e-15
2.69834004282545e-15,0.50705785834986,5.12282051333002e-15
2.69834004282545e-15,0.50705785834986,5.12282051333002e-15
2.69834004282545e-15,0.50705785834986,5.12282051333002e-15
1.79763565232168e-15,0.507061046923106,1.01894103702409e-14
1.08832011910787e-16,0.507289013454249,1.0193991366061e-14
1.08832011910787e-16,0.507289013454249,1.0193991366061e-14
1.08832011910787e-16,0.507289013454249,1.0193991366061e-14
0,0,108.618667305561
5.1205099115719,2.2171141206429e-14,1.0062287162918e-13
0.24065592603781,0.240966095835857,0.0227319240889869
0.156519639897747,0.312949270611264,0.0344913788437115
0.116300514988288,0.348229404864712,0.0417260875819132
0.0909394894630165,0.363900643972383,0.0514024603916444
0.0742661834087256,0.370861635508141,0.0611871587835611
0.0613729768099927,0.371183166101871,0.0739294544148916
0.0504845455892738,0.364981072596519,0.0911327734238655
0.0434803314431511,0.347108830998014,0.11540646026286
0.0344295762481626,0.315448562387417,0.157721225605105
0.0238671254907232,0.241165560328864,0.242370176776886
0,0,108.618667305561
5.1205099115719,2.2171141206429e-14,1.0062287162918e-13
0.312263489942055,0.156220305126479,0.0346249912147121
0.224376447890936,0.22453388732346,0.0548246725092642
0.17266222731804,0.258395634272511,0.0737007380565741
0.137875946659798,0.275885498606953,0.0913228246501698
0.111981094750186,0.280801482520638,0.11245984084499
0.0916093479228581,0.27565997115265,0.137899078140918
0.0743034434155251,0.259395890462094,0.173211131307364
0.0561636437064468,0.225536367004109,0.225496728713598
0.0335968321776093,0.157804023518905,0.315936693261139
0,0,108.618667305561
5.1025013387466,2.2093166430883e-14,1.00268986109394e-13
0.344007607293606,0.114756760826958,0.0423961947624546
0.258395293341433,0.172227598116477,0.07359999553237
0.202004063047949,0.202069080387362,0.1010257565654
0.160990056606092,0.215171091304531,0.128902729592053
0.129071958051919,0.214217639437736,0.161458685197496
0.101407657371847,0.201653749963258,0.202505348555213
0.0739084292193263,0.17369694354506,0.259566354541612
0.0431203474316683,0.116174950216643,0.347977316793866
0,0,108.618667305561
5.1025013387466,2.2093166430883e-14,1.00268986109394e-13
0.36839744479721,0.0920910545783763,0.0519643118289906
0.274642080220898,0.137401465213194,0.0912666010990169
0.215181252252079,0.161355398957476,0.128484635888784
0.168729526488745,0.168951712956891,0.168450766061595
0.128954373498933,0.16168473317177,0.215615363661265
0.0916734795222988,0.138233353655154,0.276998625714373
0.0515898039994777,0.0912336884499854,0.364576678764981
0,0,32.6820966814133
5.1025013387466,2.2093166430883e-14,1.00268986109394e-13
0.374575785921907,0.0749568017916281,0.0623465878576818
0.2794099431775,0.111343327072011,0.111492962125791
0.215179155344927,0.128940352249216,0.161003768273293
0.161495771959568,0.129270767107422,0.215580788271351
0.112563985705924,0.11266183065858,0.281608779985565
0.061617006666557,0.0741934046676772,0.371066819345724
0,0,161.198812815128
5.1025013387466,2.2093166430883e-14,1.00268986109394e-13
0.372195496699336,0.0603869537134975,0.074476515093801
0.273989501973194,0.0911499696370949,0.136758759773857
0.200910113511207,0.10034163690216,0.200454101058722
0.13814648195338,0.0918206006799364,0.276178111918149
0.0742729864342274,0.0617142761642008,0.370760899277374
0,0,151.405863359712
5.1025013387466,2.2093166430883e-14,1.00268986109394e-13
0.364802765314949,0.0520782146426786,0.090978977609219
0.257198560898752,0.0727167206254701,0.171450802355418
0.172926013804846,0.0738810292647496,0.259160131232184
0.0905481673506967,0.0516787302272379,0.364512462992839
0,0,151.405863359712
5.1025013387466,2.2093166430883e-14,1.00268986109394e-13
0.349708402242621,0.0432332078416326,0.116176315020908
0.22523252979351,0.0559696130523534,0.222963701889452
0.116168402595843,0.041604456335996,0.347797357357846
0,0,151.405863359712
5.10700793598228,8.5048766962064e-15,1.00357545015237e-13
0.313194734695921,0.0344219612903501,0.156882904362957
0.156895055885448,0.0334175706622524,0.314036896008845
0,0,155.515939109556
5.10700793598228,8.5048766962064e-15,1.00357545015237e-13
0.24042610778814,0.022314746796228,0.240195086967994
0,0,155.515939109556
5.10700793598228,8.5048766962064e-15,1.00357545015237e-13
0,0,155.515939109556
0,0,155.515939109556
