"V1","V2","V3","V4"
0.872719383919842,0.436669735786668,0.218358464491896,1.94768318690038e-05
2.40926518952292e-07,2.5108826353134e-06,0.600169245992478,0.799873052642926
0.218008296216769,0.436384813591386,0.872949412095135,3.44457699344973e-05
0.485092503306805,0.000170434268914425,0.727655147425945,0.484977546909792
6.49013081745735e-05,0.600167174097449,8.06995823031112e-06,0.799874591152836
3.86238863441914e-06,9.52068271739224e-06,1.00000000128433,1.21277120332709e-05
0.000308242323279273,0.872998265364627,0.436212898558754,0.218156459434017
1.57927280158853e-05,0.688231041243759,0.688284842840621,0.229351279285188
0.164324903104381,0.986406267567028,1.74933034863397e-05,3.50914273341669e-05
0.193581637777398,0.193661142822106,0.961780390346445,1.19422590459609e-05
3.82841980119743e-06,0.164339944107548,2.22779052048915e-06,0.986403762783921
0.688143719821649,0.229273598047863,3.22173112760895e-05,0.688398022282216
0.917910973839425,0.229451198580763,0.228534617404181,0.229267359605888
4.56030544039537e-08,0.000147578341884575,0.800044719885931,0.599940350704938
0.436473408024432,0.218127948398924,0.872875227247318,2.53201801466503e-05
0.688585840855981,0.687904286708916,0.229428053927044,1.35546673146594e-05
9.82140789464583e-06,0.436191310147651,0.872931184565651,0.218468047722914
9.17880498090425e-06,0.165230736048125,0.986254938243652,3.44203303804072e-05
0.873031881180209,7.17416008910332e-05,0.43618294123347,0.218082036284266
0.22943860130178,0.229541274134355,0.229462602969142,0.917614245791203
0.258246665205568,0.775469204937787,0.515334730347038,0.257655366610728
0.192271553021338,0.962291799343692,6.20968633855425e-06,0.192421783530681
1.13057588490331e-08,4.13023391983532e-06,0.000128269799782046,1.00000000177572
0.257886735805932,0.774921712833731,0.257668596615196,0.516330964845054
0.872996905742593,0.218187688769262,0.436200108373584,2.76066560874656e-05
0.371138668765613,2.68910646607791e-05,1.66764931373448e-05,0.928577453717992
0.55519383263364,0.276836157918538,0.554587756816738,0.55457548621535
5.21785567862944e-06,0.000411534857395625,0.163837030762661,0.986487332896601
0.000110121178949684,0.999999993385133,1.91034410227636e-05,2.72063612380068e-05
0.43648951934057,0.873062288572434,0.217345666188026,3.42713597307089e-05
0.229605382563585,0.688402298374731,0.688028809999012,3.15920673965272e-05
0.436458779131777,0.87288602553227,4.8630949950177e-05,0.218114003257204
0.229388895918923,0.229471829334279,0.917671583069463,0.229351869053881
0.258697732743626,0.51703494363922,0.773970818596351,0.258301225595223
5.49705104977523e-05,0.600033160130126,0.799975126814648,2.54176538122512e-05
5.10114149521019e-05,0.192448147395709,0.192347827117194,0.96227128266453
0.485289120783094,0.485424120856365,0.727226163574495,1.20758886279628e-05
0.371209329985123,2.46144785772599e-05,0.928549243658317,4.46520566308272e-05
0.164426499540312,3.67229992406922e-05,9.65791503398207e-06,0.986389339174682
0.775528728545118,0.258215844177813,0.515094503447191,0.25798725072609
0.218016285393686,0.436561322319039,1.15261875501018e-05,0.872859159359916
0.257711537556249,0.257760881171242,0.774966256976126,0.516305524795497
