"V1","V2","V3","V4"
5.32483696759883e-12,2.90829509251008e-14,1.21059495132365e-15,1.00000068086721
0.999999904313863,0.000856972555430082,0.000210447390851549,2.22413439144824e-05
3.6709911783259e-16,3.27242545682585e-12,1.75230849913486e-11,1.00000021844111
3.32636292562598e-12,9.8976210691981e-16,1.78688799290302e-12,1.00000051244479
0.763889582381264,0.253046889084287,0.59366700041244,0
6.03107027281549e-05,9.15202513777673e-05,1.00000122210726,0.000172862776702779
2.97342015497989e-12,1.46620930261642e-12,4.16698567008898e-12,1.00000122216616
0.00109747780665432,1.00000042174743,0.000210746161544592,4.84308032729357e-05
0.238217497359622,0.932410849742743,0.269496170908467,0.0351468923051989
0.042371955214449,0.97767512522218,0.184812053418967,0.0905594431907479
0.392938299869006,0.699291726336731,0.0896871020756599,0.590384250544778
0.360157726726532,0.280023458170267,0.337950012964532,0.823203288626046
0.87765771360596,0.358283811341183,0.0532873963707096,0.313864301931855
0.374278278161055,0.613287068619523,0.537183296223903,0.441847622412188
0.350359436720685,0.628910427895571,0.193803335753404,0.666453774556692
0.328377931188799,0.126433289359639,0.870976503991635,0.34290371399897
0.0865564458583202,0.380174851301247,0.118375597229842,0.913215799568704
0.0814426699332166,0.900861745815517,0.132096101765629,0.405838463966833
0.316812314918148,0.645308380770129,0.258619989086213,0.645232407516677
0.0169168923117223,0.673159600991116,0.492896164875167,0.551020664939236
0.283077410653401,0.425810456887845,0.367727718394088,0.776742811162571
0.755916172176406,0.308585594387422,0.532542997137905,0.223079126233765
0.207254586348085,0.754012606269188,0.377769167154655,0.49578376533621
0.118893088952831,0.20045367790889,0.970977391907137,0.0537868496837492
0.701097463028183,0.597365283367692,0.0344617335005166,0.38785313377181
0.552708674502388,0.318686002957331,0.472561721181894,0.607978785201812
0.480243344269237,0.247231899842293,0.705851933689311,0.458277481249551
0.0694776724060175,0.114912571228311,0.630541723898532,0.76445138295499
0.15366677782801,0.721669563579085,0.546349472035114,0.396336329585402
0.210151977228207,0.316114624734193,0.27299496248662,0.883962072152267
0.0930564395869082,0.00353701442188068,0.56513918858657,0.819723259663557
0.33576965117865,0.20389230370992,0.903824338370443,0.169674263946302
0.0318721754018013,0.586040294768138,0.160300785082031,0.793627858879836
0.254117390845984,0.264518005223624,0.92060672847098,0.133934833271221
0.731058171415925,0.322480836484867,0.573833388977324,0.179656604604244
0.144852195228267,0.075377083451433,0.874033991337581,0.457611013918068
0.482654426927539,0.252100026685868,0.78471000501752,0.296177468548839
0.413752684135692,0.772143959435574,0.102148564695061,0.471354495031015
0.0557610011857351,0.188587022449519,0.746001297268431,0.636245443521286
0.557993107844078,0.232098959673835,0.393395759786221,0.692848696729607
0.105275497499065,0.477847290472276,0.156917044904258,0.85787953548618
0.49672489594947,0.0360473293566651,0.650817569711999,0.573065380372041
0.380295958299881,0.600334443602997,0.234317372270885,0.663377772328321
0.486020209191496,0.417480659664114,0.417069384229036,0.644630586101542
0.793818943330826,0.209492719076922,0.37512635041534,0.430401850631638
0.814389744943053,0.0160689928872255,0.252819411762048,0.522105891502539
0.0326870644917528,0.54896888100179,0.831166388951116,0.0820228024965811
0.144911058158029,0.0642542355339472,0.691725881295287,0.704548565864173
0.132046620183145,0.576643030266427,0.445296643895076,0.672129503605307
0.177139649961714,0.162737065195413,0.937684142275458,0.250773243711727
0.458985593252163,0.156418444474587,0.165865751055947,0.858693547689313
0.068109890476882,0.101262370559332,0.657027177397411,0.743923948867311
0.210240191536582,0.218844983013363,0.765850707580809,0.566903290216067
0.101198348878151,0.441171964691394,0.148484963204341,0.8792491085796
0.106836314540108,0.0447170336576594,0.0401652753989067,0.992470737054851
0.856489739570045,0.177389910267285,0.412122078983928,0.255174815032604
0.506766138615903,0.375402386269196,0.3054304697043,0.713424459781924
0.72508861306787,0.0839534441718316,0.641412218530254,0.236198763746858
0.165795745818532,0.255109138920599,0.0244511247305348,0.952278229213366
0.60033087042638,0.453585100502982,0.558356987099196,0.349441280508884
0.245128210601414,0.255160912350235,0.888041071358575,0.293579352549775
0.960788989385372,0.270420231173459,0.00858006722040576,0.0607040022083181
0.629851720449773,0.485983746487578,0.258015853214016,0.548217187485481
0.595771687079001,0.450140370706955,0.554116572349797,0.367957740418018
0.31082662254649,0.549713996648788,0.481210516593909,0.607978785683247
0.849387307104229,0.0325892317024212,0.0370892926925298,0.525457714624277
0.0446300327010706,0.987424990663498,0.00849680029393169,0.151420871094614
0.627940499831751,0.465180155207561,0.206566152255341,0.588752179624632
0.930429084627847,0.0485740056387535,0.319821033427498,0.172214546341081
0.210392032674728,0.881760092455344,0.269691150750896,0.324810870034464
0.67494231774057,0.520778878263003,0.229662916113408,0.469572011129361
0.458969098189844,0.823869494240391,0.253881394117653,0.214781490992113
0.560167821202413,0.479343286682962,0.48574155020169,0.469572011319546
0.425273164874855,0.746440881377438,0.114805941553672,0.498787594744915
0.185649427712062,0.113521726617042,0.694729700642403,0.68556461166482
0.49296343596545,0.83079483444276,0.2511910262265,0.0605846545231286
0.00720068292927352,0.253835372049909,0.961279849591493,0.107038991670541
0.229083754091758,0.142835023891784,0.950111296733999,0.156232218674108
0.551646381276064,0.326325312584614,0.482359660631779,0.59709936285324
0.691923009802544,0.186448627853466,0.251684249837715,0.650488384393594
0.293873161646304,0.468427994835152,0.313206789896065,0.772085770811295
0.0399799867376104,0.0112526240156151,0.997291923149957,0.0607040022010474
0.58443995226435,0.452704865852063,0.194784147895766,0.644630586897359
0.247963645506107,0.850704953658358,0.286657073095242,0.364212378587178
0.41254500864262,0.665463941461231,0.582379665168584,0.218644606479347
0.307615151491703,0.472285551444455,0.371421531263764,0.738037565696949
0.947314818449496,0.313975127557436,0.06320363188894,0.00450036639443093
0.434274420545452,0.405132068697081,0.804533345466286,0.000632188365370067
0.828510787719184,0.171595113752047,0.403850187163476,0.347894619624597
0.959999383103054,0.270197991414511,0.00222466791787186,0.0734197365812528
0.152377660022308,0.0675649614435077,0.727367341791818,0.665698109417103
0.54302683274492,0.835552848647653,0.0800841828234001,0.0236728773913786
0.177613390117764,0.743540524214133,0.498615280207206,0.408637301519187
0.12589946991735,0.510574850733579,0.74047989333104,0.418513277251002
0.84295248752523,0.0387898500500397,0.51446072488632,0.152504754572907
0.520185762456662,0.172040003051277,0.775398133405827,0.313954343854202
0.412185825268699,0.76921989233988,0.127418609087904,0.471354492690129
0.509561387371863,0.784059724318279,0.294497533908218,0.197154525986858
0.589460602067278,0.358977929587328,0.236146915011675,0.684037088285022
0.362932169137132,0.164816982058601,0.917113180568494,0.00441244920767914
0.150769368864055,0.70806238125847,0.548419628399234,0.418513277251002
0.015028386663081,0.0244060116338183,0.99847067875894,0.0472778536615434
