"V1","V2","V3"
0.65842312467813,0.452926406220067,0.43089391752795
0.407446412513361,0.535242802367029,0.549881926487167
0.474799069148565,0.477035103316357,0.65258521034162
0.560110558423066,0.613499733709392,0.405909556428431
0.582950667327847,0.420355468810479,0.587182818700183
0.42353493824639,0.721779322735382,0.468967226081141
0.484304210593449,0.47739600989587,0.647841077776412
0.486918503265106,0.483938734289806,0.604522653538832
0.54050252719056,0.426700964762735,0.595219092190491
0.429059008282605,0.711502243795805,0.474838151989716
0.435424759488775,0.700164155659155,0.468799065535888
0.570200765281839,0.590718337205079,0.41565164240128
0.556961894346406,0.596299503214723,0.417928696334389
0.466854018527723,0.485225518986328,0.592319311820455
0.602051253520093,0.511297806815974,0.429000009895934
0.55182707008202,0.611550098526671,0.410610583930848
0.626221709110633,0.477834790933654,0.435692767478669
0.509300036349444,0.55135153585102,0.46667329574989
0.434903392450437,0.676695729789313,0.479256239480684
0.461053946831209,0.635011789110282,0.455787049296173
0.432773373232925,0.687174579193005,0.470748683244122
0.616863961660284,0.463887816198637,0.477415295085867
0.497136717103272,0.628615938314527,0.436944678451156
0.492564036008771,0.583004916967865,0.458083631805112
0.643965316569877,0.452594153035493,0.434145376889363
0.444258508384017,0.636728181256945,0.464354007041825
0.523003063851812,0.570722901672042,0.447319511865388
0.424760243336799,0.717948103120101,0.471091299199336
0.571285990869916,0.546200315206886,0.44261001407124
0.525100459535953,0.579002542538252,0.424084706941132
0.533536556300234,0.554605594625848,0.434203020286091
0.633096034199616,0.455485708927897,0.431963575514117
0.596442218857937,0.473209793112042,0.444171553046948
0.501069371936125,0.501368831965866,0.524604005088693
0.567215717425773,0.434429981079696,0.565479097058374
0.451822206724623,0.527933822396282,0.499971265871145
0.547371883927869,0.439843303056038,0.569288437548534
0.484173095604573,0.504497733338407,0.53693763720054
0.576271762553038,0.421554141403123,0.581018916046877
0.611700677927126,0.493316807743915,0.430190079823477
0.442242844118397,0.654577841635928,0.462167458913364
0.542829767056857,0.61897506788091,0.421072944686081
0.641982034347762,0.454026724970279,0.439721059013243
0.515797527978494,0.603899742811599,0.431376883738669
0.414474897324569,0.523328227492362,0.541771914087599
0.571973515305431,0.439644089231692,0.560224934856602
0.441013714415449,0.668082967794596,0.453120482830094
0.448304743324082,0.649534559900024,0.451102967054274
0.49257889477805,0.573560244807308,0.458989622295533
0.587550162787599,0.463842887425429,0.488649871265534
0.440005612728984,0.671575281441652,0.482524028324782
0.500437557440598,0.477592066626975,0.528634351871194
0.60819497952395,0.464561740309544,0.44981435471768
0.592545702156538,0.463404407664235,0.484882893114292
0.419555731751093,0.521265699434798,0.541726032947056
0.488383009336443,0.507535842037046,0.491761710207597
0.535945762387794,0.469512979816017,0.537175252488756
0.560841905240879,0.434810887799522,0.573296405454187
0.530390592060815,0.563609076686836,0.464153654338135
0.629229068914653,0.460722875377575,0.447847067109507
0.652891010604795,0.45388956979128,0.432009233670269
0.481314446907429,0.496332526292526,0.55366865871511
0.584619210090114,0.49719306928395,0.439693802684349
0.50455583730849,0.464746309559376,0.581954463549276
0.486918503265106,0.483938734289806,0.604522653538832
0.529876014514638,0.457640040098958,0.551675300561603
0.437623261531966,0.691902198221524,0.470345943620725
0.54694595248351,0.466217617971125,0.547373069996828
0.527257337850902,0.624327009371729,0.423326254211221
0.554858603178045,0.490221823085608,0.493130719838546
0.454658821845336,0.508540749634307,0.501941570891823
0.482723695264796,0.622454422239185,0.453385953592372
0.564079272133501,0.485955776162446,0.485263587073186
0.454658821845336,0.508540749634307,0.501941570891823
0.545645988875977,0.446278826224279,0.57263498961556
0.515797527978494,0.603899742811599,0.431376883738669
0.531300905665567,0.447576436830516,0.553475247353764
0.408064345601747,0.530290820558591,0.547557306940425
0.580538493299048,0.468571555802615,0.538560257314313
0.505611830742464,0.460790814108239,0.576454789609856
0.453139312450134,0.645102654414796,0.460970257195027
0.432895675281006,0.530944158130029,0.518263142374092
0.551347670665139,0.445012985302948,0.559218387752755
0.428418722963175,0.532500275704732,0.513485616834902
0.565299790432944,0.468913833303107,0.509524964712435
0.495617187004239,0.540228019808624,0.470450946730158
0.55078223907745,0.483653043792119,0.494570658888382
0.461644493390603,0.615323595486952,0.464125243199316
0.481799164657741,0.490727583794829,0.558275506289035
0.414474897324569,0.523328227492362,0.541771914087599
0.57517769650132,0.47446411833103,0.479696786758848
