"f1","f2","f3","f4"
0.0342666755988708,0.000207257741166751,1.00053943908243,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
1.5532132135601e-18,0.0253667345218655,1.01873594302541,0
3.8249442681437e-33,6.24681434357231e-17,1.02021589616517,0
3.8249442681437e-33,6.24681434357231e-17,1.02021589616517,0
3.81910049326534e-33,6.23727041974712e-17,1.01865720364404,0
3.81910049326534e-33,6.23727041974712e-17,1.01865720364404,0
6.12434876369573e-17,5.87666833316899e-22,1.00021508868735,0
6.12434876369573e-17,5.87666833316899e-22,1.00021508868735,0
6.12510446470861e-17,3.13535920900776e-29,1.00033850805857,0
3.8249442681437e-33,6.24681434357231e-17,1.02021589616517,0
3.8249442681437e-33,6.24681434357231e-17,1.02021589616517,0
3.8249442681437e-33,6.24681434357231e-17,1.02021589616517,0
1.220435028656e-33,3.89000744826126e-33,6.65840421838805e-17,1.08743584378851
6.12434876369573e-17,5.87666833316899e-22,1.00021508868735,0
6.12434876369573e-17,5.87666833316899e-22,1.00021508868735,0
4.97574184939685e-17,3.58616784243052e-17,1.00169346545387,0
7.20110407229062e-18,6.08138317036826e-17,1.00013685116353,0
3.8249442681437e-33,6.24681434357231e-17,1.02021589616517,0
1.220435028656e-33,3.89000744826126e-33,6.65840421838805e-17,1.08743584378851
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
6.08701506382238e-17,7.00120864926923e-18,1.0006719738294,0
4.33439137719831e-17,4.33673145063935e-17,1.00136831010254,0
1.13673874081646e-33,3.90903746545726e-33,6.6486085228847e-17,1.085836032474
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
6.12461430975334e-17,3.13510830522943e-29,1.00025845703585,0
1.37478744074946e-34,3.99408250476191e-33,6.52691020718457e-17,1.06596053283768
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
1.37478744074946e-34,3.99408250476191e-33,6.52691020718457e-17,1.06596053283768
6.12461249988227e-17,2.35753629354968e-29,1.00025816145171,0
1.37478744074946e-34,3.99408250476191e-33,6.52691020718457e-17,1.06596053283768
1.8329715415994e-34,3.99322025940331e-33,6.52850590638992e-17,1.06622113890107
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
1.13988154775743e-33,3.90813826652782e-33,6.64863375326943e-17,1.0858401530446
1.00000007565255,6.52877716868648e-17,6.31724170162312e-17,3.56272361132512e-17
0.569996990523783,0.572418705232375,0.574212823132469,0.137395374590262
0.325061661210992,0.649406677524861,0.65293485530934,0.217763012014658
0.18723162529636,0.653999291508109,0.657827911331582,0.32596152424285
0.100738693615637,0.575557761591435,0.575658589155954,0.573573604737812
1.13988154775743e-33,3.90813826652782e-33,6.64863375326943e-17,1.0858401530446
1.00000007565255,6.52877716868648e-17,6.31724170162312e-17,3.56272361132512e-17
0.649737452185588,0.323720599662591,0.65256246015989,0.217641352028112
0.380516639875911,0.376913860143245,0.759841380321651,0.379651991861908
0.172975029616893,0.327247812022552,0.655621964191662,0.659024567071461
1.13673874081646e-33,3.90903746545726e-33,6.6486085228847e-17,1.085836032474
1.00000007565255,6.52877716868648e-17,6.31724170162312e-17,3.56272361132512e-17
0.65858526037747,0.214671357241905,0.657260621620372,0.299525503542234
0.307607479935913,0.20385245588536,0.655968218082121,0.658788984874701
1.13673874081646e-33,3.90903746545726e-33,6.6486085228847e-17,1.085836032474
1.00000007565255,6.52877716868648e-17,6.31724170162312e-17,3.56272361132512e-17
0.573556917028034,0.00722642969698561,0.578991805830663,0.57974774532374
1.37478744074946e-34,3.99408250476191e-33,6.52691020718457e-17,1.06596053283768
1.00000007565255,6.52877716868648e-17,6.31724170162312e-17,3.56272361132512e-17
1.37478744074946e-34,3.99408250476191e-33,6.52691020718457e-17,1.06596053283768
1.8329715415994e-34,3.99322025940331e-33,6.52850590638992e-17,1.06622113890107
6.1230317723798e-17,1.00000000053371,0,0
6.16138733273361e-17,1.00626414578072,0,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
6.1230317723798e-17,1.00000000053371,0,0
