"f1","f2"
0.722664506359183,0.160148718137348
0.448259341793758,0.342320377077873
0.288304971671683,0.476073991111795
0.87168306885093,0.0758671158631872
0.197695034675928,0.569201478182662
0.67111437979241,0.191302817356136
0.117338035284909,0.672186779932082
0.205069703127705,0.560911696644937
0.778400716273684,0.127690801538745
0.303996231510269,0.461528354949767
0.360764244761999,0.411814644607209
0.296124236167578,0.468777437640937
0.386124862134264,0.390878221859879
0.175686961072653,0.594905571983328
0.183005914744685,0.586187542537172
0.421079994253525,0.363117609603027
0.9607524799464,0.0289154825519404
0.888572712344669,0.0667858645519767
0.403429519403809,0.376984897877644
0.808082413541887,0.110879624950769
0.839130704085235,0.0936216358278926
0.0804465504218577,0.731623090204312
0.265135657821351,0.498295879531268
0.280535054755765,0.483423182095967
0.352458759846735,0.418830292559613
0.476364574898569,0.321467647616359
0.319906239362035,0.447158398386011
0.050054464418518,0.792055200646312
1,0.00892005518168365
0.567317274391909,0.257897519333306
0.168380906090846,0.603791309167142
0.272812873019245,0.490828770163846
0.0261792792445678,0.85453119363579
0.11001488370468,0.683144298244563
0.980087409037908,0.0190148892642115
0.242353244860214,0.521115269847706
0.249908344473969,0.513433467792791
0.327948768134989,0.440030357479898
0.58912143093626,0.243432954025866
0.124644612160685,0.661589864692745
0.0178537145146306,0.88296270691969
0.43910143840713,0.349255590467011
0.0577677823086334,0.775287500549888
0.00921919423442746,0.920896329167621
3.68628738645072e-17,1.01831717403577
0.611601351015123,0.228797691350303
0.430042968629611,0.356187020923336
0.369142228883555,0.404819105623158
0.412209876250605,0.370049402857017
0.495666904642278,0.307500778000313
0.70941212065575,0.168048656292462
0.749963390854152,0.144100561663151
0.941962450780379,0.0386329700141847
0.394735400718533,0.383927044646578
0.578137895657876,0.250685180922321
0.146511799225429,0.631608941463669
0.764033318213739,0.135943341544805
0.0878931170252623,0.71867286699614
0.16108516910147,0.612859038468162
0.923687209694379,0.0481776501948392
0.696409627251292,0.175871673056236
0.736177905230618,0.152167426740106
0.634809469772659,0.213967858364603
0.535773689918534,0.279324347530751
0.0342895270421582,0.830950327888787
0.0422365884872141,0.810429368097509
0.546140338862459,0.272214584867765
0.153796719272617,0.622125171313268
0.505498779692963,0.300491121894449
0.219894132246336,0.544687014918292
0.623110857049499,0.221408674881514
0.600273851377932,0.236138061390174
0.646704039619654,0.206472370129235
0.311922992757287,0.454323072777408
0.139227374200809,0.641330900324158
0.0952984430260201,0.70632794588147
0.46688766443297,0.328428564347873
0.658803356524797,0.198918248901105
0.0653948591876401,0.759776664171286
0.905898815242586,0.0575591779845839
0.234834034102776,0.528880412042368
0.525547863597308,0.286405241046701
0.257501800454296,0.505828801364897
0.212468841324994,0.552742901492114
0.0729504396198561,0.745280408656448
0.336053763284632,0.432934839841683
0.683646997162579,0.183621722534725
0.190340846866845,0.577623694247342
0.855209490184466,0.0848098092121903
0.102670366249072,0.694506629586448
0.131939680956266,0.651315230763807
0.227348460320817,0.536735312655274
0.4859565370201,0.314492378864351
0.344222940668913,0.425869200601562
0.457520356388925,0.33537875355537
0.515457969943701,0.29345985431285
0.793078786031642,0.119338091089538
0.556652982974263,0.265073274054939
0.823428224722845,0.10230909254003
0.377594572179635,0.397841468027354
