"f1","f2"
0.2807753188168163,0.9256565645775815
0.28456398383467063,0.9229659141926019
0.28989950886062554,0.9198084094904212
0.29422554949286506,0.9179494440527249
0.30026547010777827,0.9140300689918962
0.3038687962935558,0.9118757816190339
0.30419940857543093,0.9112753164842469
0.3100584208481505,0.9080006331709389
0.314395725565248,0.9052619379115608
0.3184967017391326,0.9027569895759961
0.3233624271714918,0.8992421637407271
0.33109047750112763,0.8944244567094863
0.33405453206942426,0.8925708748915407
0.3387522292129592,0.8890753429412965
0.34419101535277075,0.8860532189872694
0.34944028737027766,0.8814436512784289
0.3555677637488883,0.8781569609622254
0.36032335499346735,0.8742932384000287
0.36032335499346735,0.8742932384000287
0.3658357178330103,0.8704667198459102
0.37251625921379616,0.8653142766149604
0.3834663984446728,0.8571472710813718
0.3895989708741544,0.8524189594816176
0.39742384307335543,0.8469174733015843
0.40866159651792333,0.8373427121014281
0.41533604305060634,0.831857084105768
0.4221349333704745,0.8265561738449606
0.42784794491407074,0.8215163452274348
0.4338574621219572,0.8162648676837618
0.44048789614571937,0.8097680627368427
0.4474786863123006,0.8042602119049985
0.45506159984042005,0.7975831733197917
0.461335920556174,0.7920539954797102
0.4673163857481897,0.7863057589957296
0.4746875134317572,0.7790280276511202
0.4826867230684123,0.771507580744507
0.48937110399269146,0.7646270012532452
0.503650155979234,0.750973577260914
0.5107544451533694,0.7436812812371484
0.5107544451533694,0.7436812812371484
0.5187920155278385,0.7357250674066808
0.5267432402647314,0.7271798142242796
0.5337147072797248,0.7192486417409247
0.5479547466929509,0.7044213428156997
0.5551934093017789,0.6967499771201984
0.5626172303700867,0.6880527864075704
0.5727115924430437,0.6775852392725178
0.579231596260311,0.669103124733087
0.589084280733762,0.6581127437508345
0.5952514646275413,0.650178183907729
0.6034860600665262,0.6409922106375263
0.6121224375162551,0.6303453101846077
0.6203412785000884,0.6201996205279854
0.6288671305042158,0.6103388344865727
0.6368727346633203,0.6001534621712054
0.645690070514201,0.5892378878352836
0.65349973821041,0.5786164663494252
0.6617776026853436,0.5672079786388742
0.670351853872655,0.556213588328829
0.6802997149970835,0.5426470577115722
0.6882950740827769,0.5322181279219437
0.6958426339394377,0.5212425591149068
0.7036696291714566,0.5102805718504771
0.7132171022218352,0.49736819105124136
0.7185859436330668,0.48904139596399593
0.7278794706243539,0.4759226458228739
0.7384820810112271,0.46041103015746043
0.7465701744731423,0.448305863683493
0.7556784898363782,0.4351550689748096
0.763943492236324,0.4218661165845986
0.7725059328250248,0.4095085975766852
0.7808649676681254,0.39573821047108654
0.7897963347645259,0.382421709500574
0.7983268923492025,0.36810456100572353
0.8056229192052196,0.3570886512211575
0.8140583704728765,0.3444772939144574
0.8254018570133805,0.32480720632421706
0.8321948617343868,0.31368898807911527
0.8386072175486776,0.30365214572782384
0.8494941399698589,0.2850622915065076
0.8572806459276017,0.27154728893819585
0.8649331558224946,0.2589187899097184
0.8726216881131469,0.24545983062057708
0.8809749668221943,0.2305183514279302
0.889560929197776,0.21492604742938154
0.8986690804329438,0.1998532038508485
0.9059929905858642,0.186200404187911
0.9140425165952509,0.17191033327686786
0.9217256652207039,0.15583302960212428
0.929846929219261,0.14177061012335504
0.9356564927105797,0.131047219135657
0.9466012355602422,0.11083654092268642
0.9533471382038377,0.09726465218917783
0.9616595640725841,0.08193328031198015
0.9628135743785277,0.07985195977765272
0.9696600081549253,0.06686876762008466
0.9769327958238999,0.05249953338634035
0.9865234583350221,0.03382058965826158
0.9918507422322226,0.023817815702267254
0.9999999998267405,0.006400945305958641
