"f1","f2"
5.702882610592042e-12,0.9999976119291093
0.00920453041036537,0.9040597560438774
0.017842056553239505,0.8664258387515041
0.026195169381146126,0.8381507819569519
0.0343005221404168,0.8147959985842187
0.042260050164725824,0.794427506303194
0.05006272924764891,0.7762529793547012
0.05781089730399706,0.7595610320601176
0.0654602014899778,0.7441480867963358
0.07297013137012853,0.7298701583124898
0.08047606418282971,0.7163169652890317
0.08794787032098876,0.70343993808845
0.09539235349099116,0.6911434742619487
0.10271954759718646,0.6795010957940992
0.11006916097888939,0.6682332732492876
0.11740120059380238,0.657361414032522
0.1246865543666626,0.6468901667091916
0.13200697798760713,0.6366723544958315
0.13931191627451514,0.6267548844599391
0.14661294696943852,0.6170992988130765
0.15389709493311327,0.6077027976991193
0.16116288561298284,0.5985490246456211
0.16855087099352423,0.5894505255227768
0.17576582366727042,0.5807556515977133
0.18311249347441938,0.5720835438144637
0.1904217483916651,0.5636265952287701
0.19778725881360593,0.5552672051517044
0.20504316171011094,0.547183081466581
0.21260824976610984,0.5389053787278544
0.219977006605595,0.5309829356989333
0.22743539543300528,0.5230981280881873
0.23495566753233904,0.5152777418641299
0.24247483073375886,0.5075826660913094
0.2500223402734185,0.4999776602256498
0.25751022559184844,0.4925453462703829
0.2652136043635598,0.48501106384354353
0.27290155041688446,0.4776002005964514
0.280605414955187,0.47027798332032555
0.2883653012868681,0.4630034438780256
0.2962327299451936,0.4557273386020686
0.30414727932943975,0.44850450651937346
0.3120117242846484,0.4414199034295556
0.3200588323248497,0.43426257652083416
0.32806974245170883,0.42722627290376886
0.3361593480538964,0.4202074956901559
0.344318193104182,0.41321367338342235
0.3525486964177195,0.4062418872826119
0.36088899402393154,0.3992596284384321
0.36924026678901634,0.39234856472726576
0.3776620759901939,0.3854578322114981
0.386283052667935,0.3784832643702204
0.39479945570778446,0.37166931022927296
0.40361258608647316,0.364694887407262
0.41230664159937036,0.3578889180216797
0.42126016271730765,0.35095442169497554
0.429973391539843,0.344276436644346
0.43916484668433625,0.33730486142999216
0.44834832198976143,0.33041182657566626
0.4576375409145113,0.3235108715474367
0.46698402579709636,0.3166377053150394
0.47650231502693874,0.3097085289336647
0.4860896863217646,0.30279867590361526
0.49581727318255825,0.2958570648067598
0.5056559068458488,0.28890513512904864
0.5155907604938401,0.28195351091048027
0.525665909522948,0.2749717870848422
0.5358963736037703,0.2679505661474973
0.5462526744847518,0.2609109157315674
0.5567872506585771,0.25381821875726845
0.5673943510128372,0.24674416629352833
0.5782750674052145,0.23955600639810137
0.589245623390493,0.23237663962691008
0.6003489293762676,0.2251781305511151
0.6117621471587943,0.21784774681730265
0.6231978532939373,0.21057118541699651
0.6349316426910757,0.20317401981921207
0.646831438003013,0.19574168452976937
0.6589337681944565,0.18825264509550768
0.6712711148850953,0.18068863373861632
0.6837512073655302,0.1731074995106537
0.6965532199356148,0.16540236045410026
0.7095123937159262,0.15767441347426733
0.7228204544694974,0.1498115182681632
0.7363433624549353,0.14189548279074676
0.7500384089574376,0.1339524210775617
0.7641479628542036,0.12584442868892087
0.7784551598627112,0.1176989403481899
0.7931816300327788,0.10939254997908181
0.8080567997218857,0.101080203954835
0.8232921536247187,0.09264551931192923
0.8392300410845365,0.0839050043338818
0.8553718303691923,0.07513685857356932
0.8717476230708028,0.06632574038329501
0.8885773577792837,0.057356187216386814
0.9061066421172213,0.04810365999379085
0.9237951439171879,0.038857375871227604
0.9419215459426944,0.029473572774709165
0.9606687663481864,0.019862883904412376
0.980414436293575,0.009841206526161795
0.9999999803289913,9.835504521937823e-09
