"V1","V2","V3"
0.455964272541166,0.521833465394452,0.427468867114728
0.433922586147878,0.454825075320019,0.491302039322523
0.440070767708285,0.510381305887519,0.437505015978611
0.432107865944637,0.482121470238635,0.442630254021408
0.47448777833407,0.44072540775069,0.454758545161456
0.443132143681345,0.474610805511144,0.444947645659563
0.458611148308946,0.448177487944341,0.439736819481204
0.492573780806416,0.43550442032964,0.47016714336106
0.467623069396786,0.470922180257876,0.434483903451684
0.481623760412419,0.515188978408833,0.422212247977639
0.468665990126702,0.445671136626816,0.453861736135224
0.48096323988808,0.431685553236492,0.479847764427816
0.427597532186838,0.469685520347481,0.473367582241996
0.45280294421146,0.457759873633571,0.449116524009386
0.469461569403252,0.439126616678448,0.459362457925184
0.462470743594026,0.444379277878709,0.454945260477239
0.433761652021924,0.454922852108006,0.503353284674766
0.437428305737311,0.470596161574143,0.457775592652636
0.446126050081419,0.469756678652898,0.436872813525678
0.455651493363371,0.465520632113702,0.43639992503028
0.442105011453152,0.458331138395359,0.455583422167607
0.452585276236993,0.436789453464555,0.492764333994979
0.441263802410702,0.45696135370567,0.485143536296865
0.465138558265962,0.436018062375835,0.478076908466075
0.44317438246206,0.447688854841773,0.469721607473325
0.454128178233489,0.455355248857393,0.43824262107925
0.463898864307191,0.440893833014063,0.471807656979829
0.438422368157688,0.458120847349462,0.460937102523118
0.456322164829602,0.44092177913449,0.478700934716829
0.439503637335377,0.474111992499755,0.451350743799279
0.429580233926033,0.462147266319107,0.474132873366659
0.442371288600895,0.458808211667089,0.445014721117869
0.446093026443255,0.445962561858696,0.453851050642394
0.440148172358785,0.44734348084532,0.485276741238257
0.466480770411745,0.46357827935447,0.435873735663017
0.460118102208104,0.444626171726795,0.476281611071794
0.471029614929802,0.456462176430384,0.43262152496743
0.443426661825799,0.455054955303245,0.465825582979175
0.473269313827997,0.444257671226693,0.446964097018008
0.431704793411058,0.481179293238503,0.448717740365506
0.45602517336331,0.450862614435168,0.449225125853304
0.505412120411792,0.4358690016161,0.46519202124743
0.477537944312197,0.456145974403732,0.436957889419755
0.457699347106159,0.471752858879376,0.425477340573104
0.46060552719328,0.472005464490119,0.425438083697092
0.443424565201733,0.479669063789609,0.438603097576885
0.485409719892964,0.439701432341527,0.449837965624891
0.441728767731063,0.512299587711956,0.436237773220583
0.423602241034988,0.478564985188839,0.512762344810498
0.430115202633892,0.466614965542302,0.463543760426342
0.437842189807446,0.481811517338472,0.442565059028209
0.440070767708285,0.510381305887519,0.437505015978611
0.443424565201733,0.479669063789609,0.438603097576885
0.44317438246206,0.447688854841773,0.469721607473325
0.482696174611449,0.455905556134977,0.436755599938814
0.441620759901586,0.452868915315112,0.484314882884849
0.446126050081419,0.469756678652898,0.436872813525678
0.435312885033108,0.46625263136746,0.466457119242654
0.458188390736074,0.471393963859911,0.434572480789553
0.491614571822871,0.44267080543855,0.443967122918546
0.492573780806416,0.43550442032964,0.47016714336106
0.465138558265962,0.436018062375835,0.478076908466075
0.428938767764362,0.46838183587796,0.485978633903433
0.454128178233489,0.455355248857393,0.43824262107925
0.438422368157688,0.458120847349462,0.460937102523118
0.512853228485124,0.435961914642099,0.463573069228309
0.481623760412419,0.515188978408833,0.422212247977639
0.457148810347979,0.449254046271679,0.450184360933427
0.466480770411745,0.46357827935447,0.435873735663017
0.443426661825799,0.455054955303245,0.465825582979175
0.442371288600895,0.458808211667089,0.445014721117869
0.481231650609043,0.431725756392648,0.473569662751449
0.441608249487127,0.477858058153403,0.44516578475988
0.439503637335377,0.474111992499755,0.451350743799279
0.471029614929802,0.456462176430384,0.43262152496743
0.433922586147878,0.454825075320019,0.491302039322523
0.452445480434686,0.437391219209649,0.485736840881244
0.423602241034988,0.478564985188839,0.512762344810498
0.433761652021924,0.454922852108006,0.503353284674766
0.426750016875532,0.472489749107207,0.473226434183739
0.442278651506351,0.447212492613467,0.479058068401047
0.47448777833407,0.44072540775069,0.454758545161456
0.486534751048759,0.439055773626046,0.469441115103883
0.442105011453152,0.458331138395359,0.455583422167607
0.455964272541166,0.521833465394452,0.427468867114728
0.473269313827997,0.444257671226693,0.446964097018008
0.457699347106159,0.471752858879376,0.425477340573104
0.433566223352021,0.480267714730227,0.446297307002773
0.439503637335377,0.474111992499755,0.451350743799279
0.471029614929802,0.456462176430384,0.43262152496743
0.443424565201733,0.479669063789609,0.438603097576885
0.512853228485124,0.435961914642099,0.463573069228309
